flu_season,region,age_class,population
2021-2022,Florida,60-64,1520481.0
2021-2022,Florida,65-69,1379690.0
2021-2022,Florida,70-74,1224324.0
2021-2022,Florida,75-79,1011259.0
2021-2022,Florida,80-84,627349.0
2021-2022,Florida,85+,551792.0
2021-2022,Florida,total,22244823.0
2021-2022,Georgia,0-5,621126.0
2021-2022,Georgia,10-14,741043.0
2021-2022,Georgia,15-19,762949.0
2021-2022,Georgia,20-24,771563.0
2021-2022,Georgia,25-29,730956.0
2021-2022,Georgia,30-34,753041.0
2021-2022,Georgia,35-39,731011.0
2021-2022,Georgia,40-44,738039.0
2021-2022,Georgia,45-49,676763.0
2021-2022,Georgia,5-9,683215.0
2021-2022,Georgia,50-54,722486.0
2021-2022,Georgia,55-59,681208.0
2021-2022,Georgia,60-64,655201.0
2021-2022,Georgia,65-69,541143.0
2021-2022,Georgia,70-74,457415.0
2021-2022,Georgia,75-79,317660.0
2021-2022,Georgia,80-84,184649.0
2021-2022,Georgia,85+,143408.0
2021-2022,Georgia,total,10912876.0
2021-2022,Hawaii,0-5,78927.0
2021-2022,Hawaii,10-14,88272.0
2021-2022,Hawaii,15-19,77574.0
2021-2022,Hawaii,20-24,89347.0
2021-2022,Hawaii,25-29,90908.0
2021-2022,Hawaii,30-34,99183.0
2021-2022,Hawaii,35-39,98058.0
2021-2022,Hawaii,40-44,94073.0
2021-2022,Hawaii,45-49,83341.0
2021-2022,Hawaii,5-9,82233.0
2021-2022,Hawaii,50-54,86803.0
2021-2022,Hawaii,55-59,85230.0
2021-2022,Hawaii,60-64,91593.0
2021-2022,Hawaii,65-69,89136.0
2021-2022,Hawaii,70-74,73905.0
2021-2022,Hawaii,75-79,58566.0
2021-2022,Hawaii,80-84,35945.0
2021-2022,Hawaii,85+,37102.0
2021-2022,Hawaii,total,1440196.0
2021-2022,Idaho,0-5,111816.0
2021-2022,Idaho,10-14,139762.0
2021-2022,Idaho,15-19,138308.0
2021-2022,Idaho,20-24,141188.0
2021-2022,Idaho,25-29,122506.0
2021-2022,Idaho,30-34,127837.0
2021-2022,Idaho,35-39,120792.0
2021-2022,Idaho,40-44,135311.0
2021-2022,Idaho,45-49,108891.0
2021-2022,Idaho,5-9,127781.0
2021-2022,Idaho,50-54,110767.0
2021-2022,Idaho,55-59,108296.0
2021-2022,Idaho,60-64,116248.0
2021-2022,Idaho,65-69,109205.0
2021-2022,Idaho,70-74,90999.0
2021-2022,Idaho,75-79,62124.0
2021-2022,Idaho,80-84,36762.0
2021-2022,Idaho,85+,30440.0
2021-2022,Idaho,total,1939033.0
2021-2022,Illinois,0-5,674211.0
2021-2022,Illinois,10-14,808148.0
2021-2022,Illinois,15-19,820510.0
2021-2022,Illinois,20-24,850982.0
2021-2022,Illinois,25-29,832841.0
2021-2022,Illinois,30-34,856977.0
2021-2022,Illinois,35-39,852952.0
2021-2022,Illinois,40-44,820316.0
2021-2022,Illinois,45-49,759349.0
2021-2022,Illinois,5-9,735342.0
2021-2022,Illinois,50-54,797662.0
2021-2022,Illinois,55-59,798387.0
2021-2022,Illinois,60-64,809415.0
2021-2022,Illinois,65-69,691806.0
2021-2022,Illinois,70-74,571063.0
2021-2022,Illinois,75-79,399898.0
2021-2022,Illinois,80-84,256445.0
2021-2022,Illinois,85+,245728.0
2021-2022,Illinois,total,12582032.0
2021-2022,Indiana,0-5,399031.0
2021-2022,Indiana,10-14,445513.0
2021-2022,Indiana,15-19,474821.0
2021-2022,Indiana,20-24,489814.0
2021-2022,Indiana,25-29,433271.0
2021-2022,Indiana,30-34,453680.0
2021-2022,Indiana,35-39,441847.0
2021-2022,Indiana,40-44,424298.0
2021-2022,Indiana,45-49,394701.0
2021-2022,Indiana,5-9,439398.0
2021-2022,Indiana,50-54,420494.0
2021-2022,Indiana,55-59,414046.0
2021-2022,Indiana,60-64,444697.0
2021-2022,Indiana,65-69,368831.0
2021-2022,Indiana,70-74,319642.0
2021-2022,Indiana,75-79,220955.0
2021-2022,Indiana,80-84,130042.0
2021-2022,Indiana,85+,117956.0
2021-2022,Indiana,total,6833037.0
2021-2022,Iowa,0-5,180010.0
2021-2022,Iowa,10-14,207426.0
2021-2022,Iowa,15-19,221129.0
2021-2022,Iowa,20-24,231721.0
2021-2022,Iowa,25-29,197964.0
2021-2022,Iowa,30-34,203702.0
2021-2022,Iowa,35-39,204624.0
2021-2022,Iowa,40-44,200449.0
2021-2022,Iowa,45-49,177961.0
2021-2022,Iowa,5-9,200720.0
2021-2022,Iowa,50-54,183143.0
2021-2022,Iowa,55-59,188738.0
2021-2022,Iowa,60-64,214051.0
2021-2022,Iowa,65-69,183086.0
2021-2022,Iowa,70-74,158035.0
2021-2022,Iowa,75-79,109473.0
2021-2022,Iowa,80-84,70309.0
2021-2022,Iowa,85+,67976.0
2021-2022,Iowa,total,3200517.0
2021-2022,Kansas,0-5,176673.0
2021-2022,Kansas,10-14,203412.0
2021-2022,Kansas,15-19,207208.0
2021-2022,Kansas,20-24,218626.0
2021-2022,Kansas,25-29,190297.0
2021-2022,Kansas,30-34,187022.0
2021-2022,Kansas,35-39,201087.0
2021-2022,Kansas,40-44,181542.0
2021-2022,Kansas,45-49,160985.0
2021-2022,Kansas,5-9,186340.0
2021-2022,Kansas,50-54,162551.0
2021-2022,Kansas,55-59,171124.0
2021-2022,Kansas,60-64,183941.0
2021-2022,Kansas,65-69,163977.0
2021-2022,Kansas,70-74,132524.0
2021-2022,Kansas,75-79,89191.0
2021-2022,Kansas,80-84,61816.0
2021-2022,Kansas,85+,58834.0
2021-2022,Kansas,total,2937150.0
2021-2022,Kentucky,0-5,260433.0
2021-2022,Kentucky,10-14,284053.0
2021-2022,Kentucky,15-19,293874.0
2021-2022,Kentucky,20-24,301356.0
2021-2022,Kentucky,25-29,290830.0
2021-2022,Kentucky,30-34,296329.0
2021-2022,Kentucky,35-39,279692.0
2021-2022,Kentucky,40-44,289631.0
2021-2022,Kentucky,45-49,270219.0
2021-2022,Kentucky,5-9,281095.0
2021-2022,Kentucky,50-54,287374.0
2021-2022,Kentucky,55-59,279552.0
2021-2022,Kentucky,60-64,306759.0
2021-2022,Kentucky,65-69,265046.0
2021-2022,Kentucky,70-74,212760.0
2021-2022,Kentucky,75-79,149226.0
2021-2022,Kentucky,80-84,86734.0
2021-2022,Kentucky,85+,77347.0
2021-2022,Kentucky,total,4512310.0
2021-2022,Louisiana,0-5,270937.0
2021-2022,Louisiana,10-14,313246.0
2021-2022,Louisiana,15-19,306657.0
2021-2022,Louisiana,20-24,315728.0
2021-2022,Louisiana,25-29,278806.0
2021-2022,Louisiana,30-34,313260.0
2021-2022,Louisiana,35-39,321167.0
2021-2022,Louisiana,40-44,290133.0
2021-2022,Louisiana,45-49,255190.0
2021-2022,Louisiana,5-9,287552.0
2021-2022,Louisiana,50-54,277963.0
2021-2022,Louisiana,55-59,262705.0
2021-2022,Louisiana,60-64,316836.0
2021-2022,Louisiana,65-69,260400.0
2021-2022,Louisiana,70-74,211605.0
2021-2022,Louisiana,75-79,146731.0
2021-2022,Louisiana,80-84,90195.0
2021-2022,Louisiana,85+,71130.0
2021-2022,Louisiana,total,4590241.0
2021-2022,Maine,0-5,61018.0
2021-2022,Maine,10-14,70100.0
2021-2022,Maine,15-19,74870.0
2021-2022,Maine,20-24,79753.0
2021-2022,Maine,25-29,79454.0
2021-2022,Maine,30-34,86422.0
2021-2022,Maine,35-39,88585.0
2021-2022,Maine,40-44,81414.0
2021-2022,Maine,45-49,78672.0
2021-2022,Maine,5-9,69458.0
2021-2022,Maine,50-54,90592.0
2021-2022,Maine,55-59,101581.0
2021-2022,Maine,60-64,110528.0
2021-2022,Maine,65-69,102318.0
2021-2022,Maine,70-74,83350.0
2021-2022,Maine,75-79,58060.0
2021-2022,Maine,80-84,36126.0
2021-2022,Maine,85+,33039.0
2021-2022,Maine,total,1385340.0
2021-2022,Maryland,0-5,349193.0
2021-2022,Maryland,10-14,387050.0
2021-2022,Maryland,15-19,389324.0
2021-2022,Maryland,20-24,379802.0
2021-2022,Maryland,25-29,383048.0
2021-2022,Maryland,30-34,421904.0
2021-2022,Maryland,35-39,424519.0
2021-2022,Maryland,40-44,415693.0
2021-2022,Maryland,45-49,366674.0
2021-2022,Maryland,5-9,373075.0
2021-2022,Maryland,50-54,406252.0
2021-2022,Maryland,55-59,408464.0
2021-2022,Maryland,60-64,416883.0
2021-2022,Maryland,65-69,341123.0
2021-2022,Maryland,70-74,267044.0
2021-2022,Maryland,75-79,195905.0
2021-2022,Maryland,80-84,121988.0
2021-2022,Maryland,85+,116719.0
2021-2022,Maryland,total,6164660.0
2021-2022,Massachusetts,0-5,342252.0
2021-2022,Massachusetts,10-14,386696.0
2021-2022,Massachusetts,15-19,454230.0
2021-2022,Massachusetts,20-24,491572.0
2021-2022,Massachusetts,25-29,478573.0
2021-2022,Massachusetts,30-34,490048.0
2021-2022,Massachusetts,35-39,463915.0
2021-2022,Massachusetts,40-44,443376.0
2021-2022,Massachusetts,45-49,403850.0
2021-2022,Massachusetts,5-9,359840.0
2021-2022,Massachusetts,50-54,454179.0
2021-2022,Massachusetts,55-59,474572.0
2021-2022,Massachusetts,60-64,478771.0
2021-2022,Massachusetts,65-69,406713.0
2021-2022,Massachusetts,70-74,325068.0
2021-2022,Massachusetts,75-79,234799.0
2021-2022,Massachusetts,80-84,146948.0
2021-2022,Massachusetts,85+,146572.0
2021-2022,Massachusetts,total,6981974.0
2021-2022,Michigan,0-5,536805.0
2021-2022,Michigan,10-14,615180.0
2021-2022,Michigan,15-19,643459.0
2021-2022,Michigan,20-24,687971.0
2021-2022,Michigan,25-29,648661.0
2021-2022,Michigan,30-34,666712.0
2021-2022,Michigan,35-39,611173.0
2021-2022,Michigan,40-44,608035.0
2021-2022,Michigan,45-49,562636.0
2021-2022,Michigan,5-9,571751.0
2021-2022,Michigan,50-54,639007.0
2021-2022,Michigan,55-59,649226.0
2021-2022,Michigan,60-64,715940.0
2021-2022,Michigan,65-69,619018.0
2021-2022,Michigan,70-74,504542.0
2021-2022,Michigan,75-79,336257.0
2021-2022,Michigan,80-84,216443.0
2021-2022,Michigan,85+,201302.0
2021-2022,Michigan,total,10034118.0
2021-2022,Minnesota,0-5,328095.0
2021-2022,Minnesota,10-14,368761.0
2021-2022,Minnesota,15-19,373716.0
2021-2022,Minnesota,20-24,364158.0
2021-2022,Minnesota,25-29,363041.0
2021-2022,Minnesota,30-34,379980.0
2021-2022,Minnesota,35-39,398401.0
2021-2022,Minnesota,40-44,383013.0
2021-2022,Minnesota,45-49,315964.0
2021-2022,Minnesota,5-9,363889.0
2021-2022,Minnesota,50-54,340381.0
2021-2022,Minnesota,55-59,348705.0
2021-2022,Minnesota,60-64,394033.0
2021-2022,Minnesota,65-69,318612.0
2021-2022,Minnesota,70-74,263792.0
2021-2022,Minnesota,75-79,183358.0
2021-2022,Minnesota,80-84,112387.0
2021-2022,Minnesota,85+,116898.0
2021-2022,Minnesota,total,5717184.0
2021-2022,Mississippi,0-5,169303.0
2021-2022,Mississippi,10-14,205864.0
2021-2022,Mississippi,15-19,215884.0
2021-2022,Mississippi,20-24,209168.0
2021-2022,Mississippi,25-29,168422.0
2021-2022,Mississippi,30-34,183094.0
2021-2022,Mississippi,35-39,185470.0
2021-2022,Mississippi,40-44,194426.0
2021-2022,Mississippi,45-49,174342.0
2021-2022,Mississippi,5-9,176516.0
2021-2022,Mississippi,50-54,178876.0
2021-2022,Mississippi,55-59,166777.0
2021-2022,Mississippi,60-64,198731.0
2021-2022,Mississippi,65-69,169742.0
2021-2022,Mississippi,70-74,139942.0
2021-2022,Mississippi,75-79,93192.0
2021-2022,Mississippi,80-84,60716.0
2021-2022,Mississippi,85+,49592.0
2021-2022,Mississippi,total,2940057.0
2021-2022,Missouri,0-5,349648.0
2021-2022,Missouri,10-14,394409.0
2021-2022,Missouri,15-19,410378.0
2021-2022,Missouri,20-24,411856.0
2021-2022,Missouri,25-29,398880.0
2021-2022,Missouri,30-34,410083.0
2021-2022,Missouri,35-39,407302.0
2021-2022,Missouri,40-44,387247.0
2021-2022,Missouri,45-49,345572.0
2021-2022,Missouri,5-9,375656.0
2021-2022,Missouri,50-54,368514.0
2021-2022,Missouri,55-59,375467.0
2021-2022,Missouri,60-64,429809.0
2021-2022,Missouri,65-69,357209.0
2021-2022,Missouri,70-74,294215.0
2021-2022,Missouri,75-79,209878.0
2021-2022,Missouri,80-84,132561.0
2021-2022,Missouri,85+,119273.0
2021-2022,Missouri,total,6177957.0
2021-2022,Montana,0-5,57024.0
2021-2022,Montana,10-14,72960.0
2021-2022,Montana,15-19,69694.0
2021-2022,Montana,20-24,75198.0
2021-2022,Montana,25-29,72496.0
2021-2022,Montana,30-34,73482.0
2021-2022,Montana,35-39,75742.0
2021-2022,Montana,40-44,70661.0
2021-2022,Montana,45-49,61648.0
2021-2022,Montana,5-9,62553.0
2021-2022,Montana,50-54,61666.0
2021-2022,Montana,55-59,64992.0
2021-2022,Montana,60-64,78615.0
2021-2022,Montana,65-69,73939.0
2021-2022,Montana,70-74,64237.0
2021-2022,Montana,75-79,42296.0
2021-2022,Montana,80-84,25145.0
2021-2022,Montana,85+,20519.0
2021-2022,Montana,total,1122867.0
2021-2022,Nebraska,0-5,121107.0
2021-2022,Nebraska,10-14,137862.0
2021-2022,Nebraska,15-19,142514.0
2021-2022,Nebraska,20-24,135424.0
2021-2022,Nebraska,25-29,126816.0
2021-2022,Nebraska,30-34,124167.0
2021-2022,Nebraska,35-39,137156.0
2021-2022,Nebraska,40-44,126752.0
2021-2022,Nebraska,45-49,107572.0
2021-2022,Nebraska,5-9,130922.0
2021-2022,Nebraska,50-54,108231.0
2021-2022,Nebraska,55-59,106172.0
2021-2022,Nebraska,60-64,128331.0
2021-2022,Nebraska,65-69,103385.0
2021-2022,Nebraska,70-74,93292.0
2021-2022,Nebraska,75-79,60844.0
2021-2022,Nebraska,80-84,39754.0
2021-2022,Nebraska,85+,37622.0
2021-2022,Nebraska,total,1967923.0
2021-2022,Nevada,0-5,172575.0
2021-2022,Nevada,10-14,200260.0
2021-2022,Nevada,15-19,193726.0
2021-2022,Nevada,20-24,194836.0
2021-2022,Nevada,25-29,218034.0
2021-2022,Nevada,30-34,238388.0
2021-2022,Nevada,35-39,222782.0
2021-2022,Nevada,40-44,218012.0
2021-2022,Nevada,45-49,193057.0
2021-2022,Nevada,5-9,192523.0
2021-2022,Nevada,50-54,204196.0
2021-2022,Nevada,55-59,198602.0
2021-2022,Nevada,60-64,192290.0
2021-2022,Nevada,65-69,174850.0
2021-2022,Nevada,70-74,149909.0
2021-2022,Nevada,75-79,109694.0
2021-2022,Nevada,80-84,61280.0
2021-2022,Nevada,85+,42758.0
2021-2022,Nevada,total,3177772.0
2021-2022,New Hampshire,0-5,62666.0
2021-2022,New Hampshire,10-14,70890.0
2021-2022,New Hampshire,15-19,85585.0
2021-2022,New Hampshire,20-24,83149.0
2021-2022,New Hampshire,25-29,86877.0
2021-2022,New Hampshire,30-34,95126.0
2021-2022,New Hampshire,35-39,89224.0
2021-2022,New Hampshire,40-44,82825.0
2021-2022,New Hampshire,45-49,77082.0
2021-2022,New Hampshire,5-9,68161.0
2021-2022,New Hampshire,50-54,94563.0
2021-2022,New Hampshire,55-59,103977.0
2021-2022,New Hampshire,60-64,113123.0
2021-2022,New Hampshire,65-69,92344.0
2021-2022,New Hampshire,70-74,77838.0
2021-2022,New Hampshire,75-79,51216.0
2021-2022,New Hampshire,80-84,30906.0
2021-2022,New Hampshire,85+,29679.0
2021-2022,New Hampshire,total,1395231.0
2021-2022,New Jersey,0-5,513333.0
2021-2022,New Jersey,10-14,585993.0
2021-2022,New Jersey,15-19,576961.0
2021-2022,New Jersey,20-24,569581.0
2021-2022,New Jersey,25-29,575079.0
2021-2022,New Jersey,30-34,608742.0
2021-2022,New Jersey,35-39,618639.0
2021-2022,New Jersey,40-44,615081.0
2021-2022,New Jersey,45-49,574266.0
2021-2022,New Jersey,5-9,533608.0
2021-2022,New Jersey,50-54,621190.0
2021-2022,New Jersey,55-59,625009.0
2021-2022,New Jersey,60-64,632491.0
2021-2022,New Jersey,65-69,511912.0
2021-2022,New Jersey,70-74,412685.0
2021-2022,New Jersey,75-79,310908.0
2021-2022,New Jersey,80-84,190282.0
2021-2022,New Jersey,85+,185939.0
2021-2022,New Jersey,total,9261699.0
2021-2022,New Mexico,0-5,104994.0
2021-2022,New Mexico,10-14,141184.0
2021-2022,New Mexico,15-19,144717.0
2021-2022,New Mexico,20-24,145968.0
2021-2022,New Mexico,25-29,132885.0
2021-2022,New Mexico,30-34,141429.0
2021-2022,New Mexico,35-39,137483.0
2021-2022,New Mexico,40-44,137911.0
2021-2022,New Mexico,45-49,115219.0
2021-2022,New Mexico,5-9,123352.0
2021-2022,New Mexico,50-54,123054.0
2021-2022,New Mexico,55-59,124063.0
2021-2022,New Mexico,60-64,136301.0
2021-2022,New Mexico,65-69,129632.0
2021-2022,New Mexico,70-74,112349.0
2021-2022,New Mexico,75-79,78558.0
2021-2022,New Mexico,80-84,46822.0
2021-2022,New Mexico,85+,37423.0
2021-2022,New Mexico,total,2113344.0
2021-2022,New York,0-5,1055455.0
2021-2022,New York,10-14,1161685.0
2021-2022,New York,15-19,1198745.0
2021-2022,New York,20-24,1298992.0
2021-2022,New York,25-29,1349368.0
2021-2022,New York,30-34,1412882.0
2021-2022,New York,35-39,1302139.0
2021-2022,New York,40-44,1234655.0
2021-2022,New York,45-49,1144828.0
2021-2022,New York,5-9,1070033.0
2021-2022,New York,50-54,1260979.0
2021-2022,New York,55-59,1305675.0
2021-2022,New York,60-64,1317119.0
2021-2022,New York,65-69,1110632.0
2021-2022,New York,70-74,921647.0
2021-2022,New York,75-79,660817.0
2021-2022,New York,80-84,436311.0
2021-2022,New York,85+,435189.0
2021-2022,New York,total,19677151.0
2021-2022,North Carolina,0-5,584492.0
2021-2022,North Carolina,10-14,678318.0
2021-2022,North Carolina,15-19,704046.0
2021-2022,North Carolina,20-24,738731.0
2021-2022,North Carolina,25-29,694675.0
2021-2022,North Carolina,30-34,725754.0
2021-2022,North Carolina,35-39,706955.0
2021-2022,North Carolina,40-44,669729.0
2021-2022,North Carolina,45-49,649203.0
2021-2022,North Carolina,5-9,621266.0
2021-2022,North Carolina,50-54,696691.0
2021-2022,North Carolina,55-59,664013.0
2021-2022,North Carolina,60-64,698486.0
2021-2022,North Carolina,65-69,603440.0
2021-2022,North Carolina,70-74,512328.0
2021-2022,North Carolina,75-79,367035.0
2021-2022,North Carolina,80-84,209727.0
2021-2022,North Carolina,85+,174084.0
2021-2022,North Carolina,total,10698973.0
2021-2022,North Dakota,0-5,47844.0
2021-2022,North Dakota,10-14,51533.0
2021-2022,North Dakota,15-19,55008.0
2021-2022,North Dakota,20-24,57873.0
2021-2022,North Dakota,25-29,57527.0
2021-2022,North Dakota,30-34,55198.0
2021-2022,North Dakota,35-39,54290.0
2021-2022,North Dakota,40-44,52196.0
2021-2022,North Dakota,45-49,37484.0
2021-2022,North Dakota,5-9,52217.0
2021-2022,North Dakota,50-54,38252.0
2021-2022,North Dakota,55-59,42226.0
2021-2022,North Dakota,60-64,47320.0
2021-2022,North Dakota,65-69,44045.0
2021-2022,North Dakota,70-74,31761.0
2021-2022,North Dakota,75-79,23173.0
2021-2022,North Dakota,80-84,14123.0
2021-2022,North Dakota,85+,17191.0
2021-2022,North Dakota,total,779261.0
2021-2022,Ohio,0-5,661196.0
2021-2022,Ohio,10-14,747870.0
2021-2022,Ohio,15-19,757937.0
2021-2022,Ohio,20-24,766640.0
2021-2022,Ohio,25-29,753302.0
2021-2022,Ohio,30-34,785769.0
2021-2022,Ohio,35-39,727581.0
2021-2022,Ohio,40-44,747847.0
2021-2022,Ohio,45-49,663708.0
2021-2022,Ohio,5-9,691486.0
2021-2022,Ohio,50-54,738731.0
2021-2022,Ohio,55-59,740167.0
2021-2022,Ohio,60-64,805159.0
2021-2022,Ohio,65-69,701941.0
2021-2022,Ohio,70-74,585145.0
2021-2022,Ohio,75-79,392711.0
2021-2022,Ohio,80-84,254530.0
2021-2022,Ohio,85+,234338.0
2021-2022,Ohio,total,11756058.0
2021-2022,Oklahoma,0-5,240173.0
2021-2022,Oklahoma,10-14,282676.0
2021-2022,Oklahoma,15-19,283637.0
2021-2022,Oklahoma,20-24,289564.0
2021-2022,Oklahoma,25-29,262123.0
2021-2022,Oklahoma,30-34,272834.0
2021-2022,Oklahoma,35-39,272589.0
2021-2022,Oklahoma,40-44,259933.0
2021-2022,Oklahoma,45-49,227755.0
2021-2022,Oklahoma,5-9,262609.0
2021-2022,Oklahoma,50-54,229095.0
2021-2022,Oklahoma,55-59,223204.0
2021-2022,Oklahoma,60-64,251612.0
2021-2022,Oklahoma,65-69,213395.0
2021-2022,Oklahoma,70-74,176775.0
2021-2022,Oklahoma,75-79,131738.0
2021-2022,Oklahoma,80-84,76591.0
2021-2022,Oklahoma,85+,63497.0
2021-2022,Oklahoma,total,4019800.0
2021-2022,Oregon,0-5,199584.0
2021-2022,Oregon,10-14,250140.0
2021-2022,Oregon,15-19,257747.0
2021-2022,Oregon,20-24,259457.0
2021-2022,Oregon,25-29,283965.0
2021-2022,Oregon,30-34,312382.0
2021-2022,Oregon,35-39,298182.0
2021-2022,Oregon,40-44,295667.0
2021-2022,Oregon,45-49,262780.0
2021-2022,Oregon,5-9,229279.0
2021-2022,Oregon,50-54,261804.0
2021-2022,Oregon,55-59,242699.0
2021-2022,Oregon,60-64,269737.0
2021-2022,Oregon,65-69,256689.0
2021-2022,Oregon,70-74,231256.0
2021-2022,Oregon,75-79,157637.0
2021-2022,Oregon,80-84,88028.0
2021-2022,Oregon,85+,83104.0
2021-2022,Oregon,total,4240137.0
2021-2022,Pennsylvania,0-5,668734.0
2021-2022,Pennsylvania,10-14,761677.0
2021-2022,Pennsylvania,15-19,841351.0
2021-2022,Pennsylvania,20-24,829180.0
2021-2022,Pennsylvania,25-29,803919.0
2021-2022,Pennsylvania,30-34,873402.0
2021-2022,Pennsylvania,35-39,830928.0
2021-2022,Pennsylvania,40-44,792644.0
2021-2022,Pennsylvania,45-49,723451.0
2021-2022,Pennsylvania,5-9,719322.0
2021-2022,Pennsylvania,50-54,818012.0
2021-2022,Pennsylvania,55-59,847170.0
2021-2022,Pennsylvania,60-64,923164.0
2021-2022,Pennsylvania,65-69,813798.0
2021-2022,Pennsylvania,70-74,654025.0
2021-2022,Pennsylvania,75-79,476780.0
2021-2022,Pennsylvania,80-84,294304.0
2021-2022,Pennsylvania,85+,300147.0
2021-2022,Pennsylvania,total,12972008.0
2021-2022,Puerto Rico,0-5,99432.0
2021-2022,Puerto Rico,10-14,170757.0
2021-2022,Puerto Rico,15-19,197196.0
2021-2022,Puerto Rico,20-24,216771.0
2021-2022,Puerto Rico,25-29,210557.0
2021-2022,Puerto Rico,30-34,195277.0
2021-2022,Puerto Rico,35-39,195722.0
2021-2022,Puerto Rico,40-44,203027.0
2021-2022,Puerto Rico,45-49,197953.0
2021-2022,Puerto Rico,5-9,133195.0
2021-2022,Puerto Rico,50-54,206769.0
2021-2022,Puerto Rico,55-59,215212.0
2021-2022,Puerto Rico,60-64,223075.0
2021-2022,Puerto Rico,65-69,198068.0
2021-2022,Puerto Rico,70-74,185911.0
2021-2022,Puerto Rico,75-79,165862.0
2021-2022,Puerto Rico,80-84,110051.0
2021-2022,Puerto Rico,85+,96954.0
2021-2022,Puerto Rico,total,3221789.0
2021-2022,Rhode Island,0-5,51955.0
2021-2022,Rhode Island,10-14,59764.0
2021-2022,Rhode Island,15-19,73740.0
2021-2022,Rhode Island,20-24,76125.0
2021-2022,Rhode Island,25-29,72475.0
2021-2022,Rhode Island,30-34,78504.0
2021-2022,Rhode Island,35-39,72105.0
2021-2022,Rhode Island,40-44,65817.0
