flu_season,region,age_class,population
2020-2021,Montana,65-69,76981.0
2020-2021,Montana,70-74,59421.0
2020-2021,Montana,75-79,37818.0
2020-2021,Montana,80-84,22813.0
2020-2021,Montana,85+,20265.0
2020-2021,Montana,total,1104271.0
2020-2021,Nebraska,0-5,124596.0
2020-2021,Nebraska,10-14,144006.0
2020-2021,Nebraska,15-19,137800.0
2020-2021,Nebraska,20-24,133478.0
2020-2021,Nebraska,25-29,128408.0
2020-2021,Nebraska,30-34,124428.0
2020-2021,Nebraska,35-39,128538.0
2020-2021,Nebraska,40-44,129731.0
2020-2021,Nebraska,45-49,108382.0
2020-2021,Nebraska,5-9,131276.0
2020-2021,Nebraska,50-54,107687.0
2020-2021,Nebraska,55-59,118788.0
2020-2021,Nebraska,60-64,123741.0
2020-2021,Nebraska,65-69,110012.0
2020-2021,Nebraska,70-74,85973.0
2020-2021,Nebraska,75-79,53449.0
2020-2021,Nebraska,80-84,34871.0
2020-2021,Nebraska,85+,38528.0
2020-2021,Nebraska,total,1963692.0
2020-2021,Nevada,0-5,177077.0
2020-2021,Nevada,10-14,208610.0
2020-2021,Nevada,15-19,189336.0
2020-2021,Nevada,20-24,185379.0
2020-2021,Nevada,25-29,217578.0
2020-2021,Nevada,30-34,234185.0
2020-2021,Nevada,35-39,226002.0
2020-2021,Nevada,40-44,207817.0
2020-2021,Nevada,45-49,193850.0
2020-2021,Nevada,5-9,190763.0
2020-2021,Nevada,50-54,203116.0
2020-2021,Nevada,55-59,194327.0
2020-2021,Nevada,60-64,196383.0
2020-2021,Nevada,65-69,175274.0
2020-2021,Nevada,70-74,148449.0
2020-2021,Nevada,75-79,99230.0
2020-2021,Nevada,80-84,53023.0
2020-2021,Nevada,85+,43592.0
2020-2021,Nevada,total,3143991.0
2020-2021,New Hampshire,0-5,62220.0
2020-2021,New Hampshire,10-14,78890.0
2020-2021,New Hampshire,15-19,85699.0
2020-2021,New Hampshire,20-24,86456.0
2020-2021,New Hampshire,25-29,87268.0
2020-2021,New Hampshire,30-34,91026.0
2020-2021,New Hampshire,35-39,84224.0
2020-2021,New Hampshire,40-44,82262.0
2020-2021,New Hampshire,45-49,79527.0
2020-2021,New Hampshire,5-9,67409.0
2020-2021,New Hampshire,50-54,98949.0
2020-2021,New Hampshire,55-59,104919.0
2020-2021,New Hampshire,60-64,112402.0
2020-2021,New Hampshire,65-69,89217.0
2020-2021,New Hampshire,70-74,77636.0
2020-2021,New Hampshire,75-79,45030.0
2020-2021,New Hampshire,80-84,30189.0
2020-2021,New Hampshire,85+,25669.0
2020-2021,New Hampshire,total,1388992.0
2020-2021,New Jersey,0-5,516200.0
2020-2021,New Jersey,10-14,592878.0
2020-2021,New Jersey,15-19,579783.0
2020-2021,New Jersey,20-24,552158.0
2020-2021,New Jersey,25-29,579470.0
2020-2021,New Jersey,30-34,606227.0
2020-2021,New Jersey,35-39,616047.0
2020-2021,New Jersey,40-44,607080.0
2020-2021,New Jersey,45-49,581244.0
2020-2021,New Jersey,5-9,551684.0
2020-2021,New Jersey,50-54,635909.0
2020-2021,New Jersey,55-59,651896.0
2020-2021,New Jersey,60-64,632933.0
2020-2021,New Jersey,65-69,517358.0
2020-2021,New Jersey,70-74,405830.0
2020-2021,New Jersey,75-79,270036.0
2020-2021,New Jersey,80-84,183895.0
2020-2021,New Jersey,85+,186502.0
2020-2021,New Jersey,total,9267130.0
2020-2021,New Mexico,0-5,115102.0
2020-2021,New Mexico,10-14,142722.0
2020-2021,New Mexico,15-19,145753.0
2020-2021,New Mexico,20-24,131911.0
2020-2021,New Mexico,25-29,139280.0
2020-2021,New Mexico,30-34,140195.0
2020-2021,New Mexico,35-39,139582.0
2020-2021,New Mexico,40-44,134379.0
2020-2021,New Mexico,45-49,117902.0
2020-2021,New Mexico,5-9,129840.0
2020-2021,New Mexico,50-54,117127.0
2020-2021,New Mexico,55-59,126728.0
2020-2021,New Mexico,60-64,143559.0
2020-2021,New Mexico,65-69,135148.0
2020-2021,New Mexico,70-74,104890.0
2020-2021,New Mexico,75-79,67582.0
2020-2021,New Mexico,80-84,43725.0
2020-2021,New Mexico,85+,40452.0
2020-2021,New Mexico,total,2115877.0
2020-2021,New York,0-5,1092698.0
2020-2021,New York,10-14,1192942.0
2020-2021,New York,15-19,1216068.0
2020-2021,New York,20-24,1240087.0
2020-2021,New York,25-29,1367720.0
2020-2021,New York,30-34,1426241.0
2020-2021,New York,35-39,1317980.0
2020-2021,New York,40-44,1238871.0
2020-2021,New York,45-49,1164154.0
2020-2021,New York,5-9,1107024.0
2020-2021,New York,50-54,1300037.0
2020-2021,New York,55-59,1328662.0
2020-2021,New York,60-64,1366092.0
2020-2021,New York,65-69,1106303.0
2020-2021,New York,70-74,936473.0
2020-2021,New York,75-79,616839.0
2020-2021,New York,80-84,402998.0
2020-2021,New York,85+,414724.0
2020-2021,New York,total,19835913.0
2020-2021,North Carolina,0-5,582801.0
2020-2021,North Carolina,10-14,689760.0
2020-2021,North Carolina,15-19,709711.0
2020-2021,North Carolina,20-24,705531.0
2020-2021,North Carolina,25-29,674087.0
2020-2021,North Carolina,30-34,702577.0
2020-2021,North Carolina,35-39,670328.0
2020-2021,North Carolina,40-44,680609.0
2020-2021,North Carolina,45-49,654581.0
2020-2021,North Carolina,5-9,617727.0
2020-2021,North Carolina,50-54,698866.0
2020-2021,North Carolina,55-59,675797.0
2020-2021,North Carolina,60-64,692418.0
2020-2021,North Carolina,65-69,590526.0
2020-2021,North Carolina,70-74,516446.0
2020-2021,North Carolina,75-79,326449.0
2020-2021,North Carolina,80-84,192693.0
2020-2021,North Carolina,85+,170255.0
2020-2021,North Carolina,total,10551162.0
2020-2021,North Dakota,0-5,51150.0
2020-2021,North Dakota,10-14,51739.0
2020-2021,North Dakota,15-19,52465.0
2020-2021,North Dakota,20-24,60923.0
2020-2021,North Dakota,25-29,54800.0
2020-2021,North Dakota,30-34,55530.0
2020-2021,North Dakota,35-39,52582.0
2020-2021,North Dakota,40-44,47988.0
2020-2021,North Dakota,45-49,38644.0
2020-2021,North Dakota,5-9,51932.0
2020-2021,North Dakota,50-54,40261.0
2020-2021,North Dakota,55-59,44083.0
2020-2021,North Dakota,60-64,49011.0
2020-2021,North Dakota,65-69,40541.0
2020-2021,North Dakota,70-74,32841.0
2020-2021,North Dakota,75-79,20246.0
2020-2021,North Dakota,80-84,13705.0
2020-2021,North Dakota,85+,16507.0
2020-2021,North Dakota,total,774948.0
2020-2021,Ohio,0-5,668935.0
2020-2021,Ohio,10-14,758004.0
2020-2021,Ohio,15-19,771242.0
2020-2021,Ohio,20-24,747533.0
2020-2021,Ohio,25-29,762174.0
2020-2021,Ohio,30-34,777809.0
2020-2021,Ohio,35-39,745352.0
2020-2021,Ohio,40-44,715384.0
2020-2021,Ohio,45-49,679516.0
2020-2021,Ohio,5-9,716330.0
2020-2021,Ohio,50-54,745436.0
2020-2021,Ohio,55-59,766138.0
2020-2021,Ohio,60-64,823595.0
2020-2021,Ohio,65-69,700380.0
2020-2021,Ohio,70-74,582773.0
2020-2021,Ohio,75-79,355568.0
2020-2021,Ohio,80-84,236635.0
2020-2021,Ohio,85+,227213.0
2020-2021,Ohio,total,11780017.0
2020-2021,Oklahoma,0-5,241605.0
2020-2021,Oklahoma,10-14,282920.0
2020-2021,Oklahoma,15-19,277643.0
2020-2021,Oklahoma,20-24,278178.0
2020-2021,Oklahoma,25-29,259176.0
2020-2021,Oklahoma,30-34,269899.0
2020-2021,Oklahoma,35-39,274489.0
2020-2021,Oklahoma,40-44,254122.0
2020-2021,Oklahoma,45-49,222452.0
2020-2021,Oklahoma,5-9,266404.0
2020-2021,Oklahoma,50-54,226197.0
2020-2021,Oklahoma,55-59,234480.0
2020-2021,Oklahoma,60-64,253900.0
2020-2021,Oklahoma,65-69,207988.0
2020-2021,Oklahoma,70-74,183454.0
2020-2021,Oklahoma,75-79,116457.0
2020-2021,Oklahoma,80-84,72702.0
2020-2021,Oklahoma,85+,64573.0
2020-2021,Oklahoma,total,3986639.0
2020-2021,Oregon,0-5,210330.0
2020-2021,Oregon,10-14,260324.0
2020-2021,Oregon,15-19,255395.0
2020-2021,Oregon,20-24,254516.0
2020-2021,Oregon,25-29,285573.0
2020-2021,Oregon,30-34,310115.0
2020-2021,Oregon,35-39,303015.0
2020-2021,Oregon,40-44,291814.0
2020-2021,Oregon,45-49,259657.0
2020-2021,Oregon,5-9,234955.0
2020-2021,Oregon,50-54,262377.0
2020-2021,Oregon,55-59,252441.0
2020-2021,Oregon,60-64,275747.0
2020-2021,Oregon,65-69,258077.0
2020-2021,Oregon,70-74,233072.0
2020-2021,Oregon,75-79,137205.0
2020-2021,Oregon,80-84,84151.0
2020-2021,Oregon,85+,77391.0
2020-2021,Oregon,total,4246155.0
2020-2021,Pennsylvania,0-5,678078.0
2020-2021,Pennsylvania,10-14,796302.0
2020-2021,Pennsylvania,15-19,819892.0
2020-2021,Pennsylvania,20-24,784817.0
2020-2021,Pennsylvania,25-29,822657.0
2020-2021,Pennsylvania,30-34,872241.0
2020-2021,Pennsylvania,35-39,837480.0
2020-2021,Pennsylvania,40-44,776171.0
2020-2021,Pennsylvania,45-49,734928.0
2020-2021,Pennsylvania,5-9,723022.0
2020-2021,Pennsylvania,50-54,839835.0
2020-2021,Pennsylvania,55-59,874553.0
2020-2021,Pennsylvania,60-64,939177.0
2020-2021,Pennsylvania,65-69,804764.0
2020-2021,Pennsylvania,70-74,663024.0
2020-2021,Pennsylvania,75-79,423957.0
2020-2021,Pennsylvania,80-84,280718.0
2020-2021,Pennsylvania,85+,292440.0
2020-2021,Pennsylvania,total,12964056.0
2020-2021,Puerto Rico,0-5,103841.0
2020-2021,Puerto Rico,10-14,176442.0
2020-2021,Puerto Rico,15-19,205814.0
2020-2021,Puerto Rico,20-24,225881.0
2020-2021,Puerto Rico,25-29,206969.0
2020-2021,Puerto Rico,30-34,195235.0
2020-2021,Puerto Rico,35-39,187027.0
2020-2021,Puerto Rico,40-44,213580.0
2020-2021,Puerto Rico,45-49,205955.0
2020-2021,Puerto Rico,5-9,150197.0
2020-2021,Puerto Rico,50-54,210019.0
2020-2021,Puerto Rico,55-59,220356.0
2020-2021,Puerto Rico,60-64,221782.0
2020-2021,Puerto Rico,65-69,205558.0
2020-2021,Puerto Rico,70-74,178605.0
2020-2021,Puerto Rico,75-79,153200.0
2020-2021,Puerto Rico,80-84,105865.0
2020-2021,Puerto Rico,85+,97258.0
2020-2021,Puerto Rico,total,3263584.0
2020-2021,Rhode Island,0-5,52767.0
2020-2021,Rhode Island,10-14,61626.0
2020-2021,Rhode Island,15-19,74948.0
2020-2021,Rhode Island,20-24,77146.0
2020-2021,Rhode Island,25-29,70011.0
2020-2021,Rhode Island,30-34,77135.0
2020-2021,Rhode Island,35-39,70190.0
2020-2021,Rhode Island,40-44,67117.0
2020-2021,Rhode Island,45-49,62092.0
2020-2021,Rhode Island,5-9,55659.0
2020-2021,Rhode Island,50-54,71245.0
2020-2021,Rhode Island,55-59,72482.0
2020-2021,Rhode Island,60-64,82991.0
2020-2021,Rhode Island,65-69,63736.0
2020-2021,Rhode Island,70-74,55280.0
2020-2021,Rhode Island,75-79,34609.0
2020-2021,Rhode Island,80-84,21611.0
2020-2021,Rhode Island,85+,24965.0
2020-2021,Rhode Island,total,1095610.0
2020-2021,South Carolina,0-5,275793.0
2020-2021,South Carolina,10-14,330103.0
2020-2021,South Carolina,15-19,351834.0
2020-2021,South Carolina,20-24,326481.0
2020-2021,South Carolina,25-29,318004.0
2020-2021,South Carolina,30-34,342931.0
2020-2021,South Carolina,35-39,326708.0
2020-2021,South Carolina,40-44,324560.0
2020-2021,South Carolina,45-49,298349.0
2020-2021,South Carolina,5-9,308096.0
2020-2021,South Carolina,50-54,324695.0
2020-2021,South Carolina,55-59,336553.0
2020-2021,South Carolina,60-64,359375.0
2020-2021,South Carolina,65-69,312697.0
2020-2021,South Carolina,70-74,293855.0
2020-2021,South Carolina,75-79,176408.0
2020-2021,South Carolina,80-84,99835.0
2020-2021,South Carolina,85+,84428.0
2020-2021,South Carolina,total,5190705.0
2020-2021,South Dakota,0-5,58079.0
2020-2021,South Dakota,10-14,62294.0
2020-2021,South Dakota,15-19,63224.0
2020-2021,South Dakota,20-24,58324.0
2020-2021,South Dakota,25-29,53372.0
2020-2021,South Dakota,30-34,56839.0
2020-2021,South Dakota,35-39,61221.0
2020-2021,South Dakota,40-44,51256.0
2020-2021,South Dakota,45-49,46048.0
2020-2021,South Dakota,5-9,63078.0
2020-2021,South Dakota,50-54,48735.0
2020-2021,South Dakota,55-59,52978.0
2020-2021,South Dakota,60-64,62045.0
2020-2021,South Dakota,65-69,53149.0
2020-2021,South Dakota,70-74,44686.0
2020-2021,South Dakota,75-79,25112.0
2020-2021,South Dakota,80-84,17064.0
2020-2021,South Dakota,85+,17872.0
2020-2021,South Dakota,total,895376.0
2020-2021,Tennessee,0-5,397258.0
2020-2021,Tennessee,10-14,445462.0
2020-2021,Tennessee,15-19,449515.0
2020-2021,Tennessee,20-24,443384.0
2020-2021,Tennessee,25-29,474393.0
2020-2021,Tennessee,30-34,464642.0
2020-2021,Tennessee,35-39,464200.0
2020-2021,Tennessee,40-44,437548.0
2020-2021,Tennessee,45-49,422409.0
2020-2021,Tennessee,5-9,425066.0
2020-2021,Tennessee,50-54,449297.0
2020-2021,Tennessee,55-59,444101.0
2020-2021,Tennessee,60-64,470589.0
2020-2021,Tennessee,65-69,400115.0
2020-2021,Tennessee,70-74,331986.0
2020-2021,Tennessee,75-79,212530.0
2020-2021,Tennessee,80-84,130536.0
2020-2021,Tennessee,85+,112187.0
2020-2021,Tennessee,total,6975218.0
2020-2021,Texas,0-5,1891627.0
2020-2021,Texas,10-14,2206526.0
2020-2021,Texas,15-19,2136373.0
2020-2021,Texas,20-24,2012920.0
2020-2021,Texas,25-29,2081721.0
2020-2021,Texas,30-34,2158231.0
2020-2021,Texas,35-39,2127969.0
2020-2021,Texas,40-44,2014742.0
2020-2021,Texas,45-49,1839793.0
2020-2021,Texas,5-9,2055807.0
2020-2021,Texas,50-54,1787723.0
2020-2021,Texas,55-59,1694061.0
2020-2021,Texas,60-64,1628037.0
2020-2021,Texas,65-69,1331526.0
2020-2021,Texas,70-74,1093505.0
2020-2021,Texas,75-79,678928.0
2020-2021,Texas,80-84,420578.0
2020-2021,Texas,85+,367874.0
2020-2021,Texas,total,29527941.0
2020-2021,United States,0-5,18661245.0
2020-2021,United States,10-14,21821492.0
2020-2021,United States,15-19,21824088.0
2020-2021,United States,20-24,21382643.0
2020-2021,United States,25-29,22100453.0
2020-2021,United States,30-34,22978685.0
2020-2021,United States,35-39,22371398.0
2020-2021,United States,40-44,21362163.0
2020-2021,United States,45-49,19782325.0
2020-2021,United States,5-9,20010813.0
2020-2021,United States,50-54,20891392.0
2020-2021,United States,55-59,21141152.0
2020-2021,United States,60-64,21673882.0
2020-2021,United States,65-69,18351785.0
2020-2021,United States,70-74,15426419.0
2020-2021,United States,75-79,9872768.0
2020-2021,United States,80-84,6278369.0
2020-2021,United States,85+,5962673.0
2020-2021,United States,total,331893745.0
2020-2021,Utah,0-5,234281.0
2020-2021,Utah,10-14,277848.0
2020-2021,Utah,15-19,270529.0
2020-2021,Utah,20-24,280300.0
2020-2021,Utah,25-29,251665.0
2020-2021,Utah,30-34,234131.0
2020-2021,Utah,35-39,238561.0
2020-2021,Utah,40-44,228583.0
2020-2021,Utah,45-49,188641.0
2020-2021,Utah,5-9,264290.0
2020-2021,Utah,50-54,169449.0
2020-2021,Utah,55-59,155329.0
2020-2021,Utah,60-64,156248.0
2020-2021,Utah,65-69,134819.0
2020-2021,Utah,70-74,107020.0
2020-2021,Utah,75-79,67238.0
2020-2021,Utah,80-84,41404.0
2020-2021,Utah,85+,37639.0
2020-2021,Utah,total,3337975.0
2020-2021,Vermont,0-5,27160.0
2020-2021,Vermont,10-14,37604.0
2020-2021,Vermont,15-19,41810.0
2020-2021,Vermont,20-24,45761.0
2020-2021,Vermont,25-29,37969.0
2020-2021,Vermont,30-34,38503.0
2020-2021,Vermont,35-39,41049.0
2020-2021,Vermont,40-44,37219.0
2020-2021,Vermont,45-49,35459.0
2020-2021,Vermont,5-9,30530.0
2020-2021,Vermont,50-54,42363.0
2020-2021,Vermont,55-59,46986.0
2020-2021,Vermont,60-64,49984.0
2020-2021,Vermont,65-69,45570.0
2020-2021,Vermont,70-74,36791.0
2020-2021,Vermont,75-79,22648.0
2020-2021,Vermont,80-84,14332.0
2020-2021,Vermont,85+,13832.0
2020-2021,Vermont,total,645570.0
2020-2021,Virginia,0-5,480992.0
2020-2021,Virginia,10-14,559020.0
2020-2021,Virginia,15-19,570825.0
2020-2021,Virginia,20-24,574546.0
2020-2021,Virginia,25-29,568529.0
2020-2021,Virginia,30-34,588258.0
2020-2021,Virginia,35-39,600446.0
2020-2021,Virginia,40-44,577984.0
2020-2021,Virginia,45-49,524904.0
2020-2021,Virginia,5-9,514219.0
2020-2021,Virginia,50-54,555026.0
2020-2021,Virginia,55-59,558828.0
2020-2021,Virginia,60-64,562217.0
2020-2021,Virginia,65-69,468946.0
2020-2021,Virginia,70-74,386957.0
2020-2021,Virginia,75-79,252737.0
2020-2021,Virginia,80-84,150963.0
2020-2021,Virginia,85+,146877.0
2020-2021,Virginia,total,8642274.0
2020-2021,Washington,0-5,432524.0
2020-2021,Washington,10-14,492114.0
2020-2021,Washington,15-19,463399.0
2020-2021,Washington,20-24,481655.0
2020-2021,Washington,25-29,557222.0
2020-2021,Washington,30-34,607961.0
2020-2021,Washington,35-39,559968.0
2020-2021,Washington,40-44,540384.0
2020-2021,Washington,45-49,454468.0
2020-2021,Washington,5-9,467851.0
2020-2021,Washington,50-54,472978.0
2020-2021,Washington,55-59,466800.0
2020-2021,Washington,60-64,489728.0
2020-2021,Washington,65-69,421924.0
2020-2021,Washington,70-74,359106.0
2020-2021,Washington,75-79,214695.0
2020-2021,Washington,80-84,132452.0
2020-2021,Washington,85+,123463.0
2020-2021,Washington,total,7738692.0
2020-2021,West Virginia,0-5,88784.0
2020-2021,West Virginia,10-14,110454.0
2020-2021,West Virginia,15-19,108222.0
2020-2021,West Virginia,20-24,112530.0
2020-2021,West Virginia,25-29,99646.0
2020-2021,West Virginia,30-34,102311.0
2020-2021,West Virginia,35-39,106342.0
2020-2021,West Virginia,40-44,116169.0
2020-2021,West Virginia,45-49,106176.0
2020-2021,West Virginia,5-9,97530.0
2020-2021,West Virginia,50-54,115895.0
2020-2021,West Virginia,55-59,120035.0
2020-2021,West Virginia,60-64,130090.0
2020-2021,West Virginia,65-69,119948.0
2020-2021,West Virginia,70-74,106638.0
2020-2021,West Virginia,75-79,64030.0
2020-2021,West Virginia,80-84,42338.0
2020-2021,West Virginia,85+,35821.0
2020-2021,West Virginia,total,1782959.0
2020-2021,Wisconsin,0-5,315264.0
2020-2021,Wisconsin,10-14,384146.0
2020-2021,Wisconsin,15-19,388505.0
2020-2021,Wisconsin,20-24,387572.0
2020-2021,Wisconsin,25-29,370196.0
2020-2021,Wisconsin,30-34,367703.0
2020-2021,Wisconsin,35-39,381671.0
2020-2021,Wisconsin,40-44,366232.0
2020-2021,Wisconsin,45-49,333463.0
2020-2021,Wisconsin,5-9,344082.0
2020-2021,Wisconsin,50-54,368777.0
2020-2021,Wisconsin,55-59,413935.0
2020-2021,Wisconsin,60-64,420115.0
2020-2021,Wisconsin,65-69,357289.0
2020-2021,Wisconsin,70-74,289827.0
2020-2021,Wisconsin,75-79,177163.0
2020-2021,Wisconsin,80-84,114536.0
2020-2021,Wisconsin,85+,115432.0
2020-2021,Wisconsin,total,5895908.0
2020-2021,Wyoming,0-5,30233.0
2020-2021,Wyoming,10-14,41288.0
2020-2021,Wyoming,15-19,40161.0
2020-2021,Wyoming,20-24,35717.0
2020-2021,Wyoming,25-29,34091.0
2020-2021,Wyoming,30-34,36420.0
2020-2021,Wyoming,35-39,44890.0
2020-2021,Wyoming,40-44,35232.0
2020-2021,Wyoming,45-49,33372.0
2020-2021,Wyoming,5-9,36056.0
2020-2021,Wyoming,50-54,32159.0
2020-2021,Wyoming,55-59,33776.0
2020-2021,Wyoming,60-64,41586.0
2020-2021,Wyoming,65-69,37156.0
2020-2021,Wyoming,70-74,29262.0
2020-2021,Wyoming,75-79,16497.0
2020-2021,Wyoming,80-84,9875.0
2020-2021,Wyoming,85+,11032.0
2020-2021,Wyoming,total,578803.0
2021-2022,Alabama,0-5,284064.0
2021-2022,Alabama,10-14,318523.0
2021-2022,Alabama,15-19,340067.0
2021-2022,Alabama,20-24,345126.0
2021-2022,Alabama,25-29,315165.0
2021-2022,Alabama,30-34,336987.0
2021-2022,Alabama,35-39,309127.0
2021-2022,Alabama,40-44,323289.0
2021-2022,Alabama,45-49,296897.0
2021-2022,Alabama,5-9,311592.0
2021-2022,Alabama,50-54,320783.0
2021-2022,Alabama,55-59,318087.0
2021-2022,Alabama,60-64,341576.0
2021-2022,Alabama,65-69,304634.0
2021-2022,Alabama,70-74,241555.0
2021-2022,Alabama,75-79,177876.0
2021-2022,Alabama,80-84,103915.0
2021-2022,Alabama,85+,85033.0
2021-2022,Alabama,total,5074296.0
2021-2022,Alaska,0-5,46497.0
2021-2022,Alaska,10-14,51178.0
2021-2022,Alaska,15-19,44794.0
2021-2022,Alaska,20-24,52259.0
2021-2022,Alaska,25-29,54076.0
2021-2022,Alaska,30-34,59824.0
2021-2022,Alaska,35-39,55229.0
2021-2022,Alaska,40-44,49682.0
2021-2022,Alaska,45-49,39382.0
2021-2022,Alaska,5-9,49637.0
2021-2022,Alaska,50-54,42431.0
2021-2022,Alaska,55-59,43503.0
2021-2022,Alaska,60-64,43617.0
2021-2022,Alaska,65-69,41853.0
2021-2022,Alaska,70-74,27043.0
2021-2022,Alaska,75-79,16763.0
2021-2022,Alaska,80-84,10107.0
2021-2022,Alaska,85+,5708.0
2021-2022,Alaska,total,733583.0
2021-2022,Arizona,0-5,393413.0
2021-2022,Arizona,10-14,463552.0
2021-2022,Arizona,15-19,487734.0
2021-2022,Arizona,20-24,522484.0
2021-2022,Arizona,25-29,507249.0
2021-2022,Arizona,30-34,511442.0
2021-2022,Arizona,35-39,468526.0
2021-2022,Arizona,40-44,457944.0
2021-2022,Arizona,45-49,418409.0
2021-2022,Arizona,5-9,438358.0
2021-2022,Arizona,50-54,436857.0
2021-2022,Arizona,55-59,414587.0
2021-2022,Arizona,60-64,456688.0
2021-2022,Arizona,65-69,415150.0
2021-2022,Arizona,70-74,365928.0
2021-2022,Arizona,75-79,296733.0
2021-2022,Arizona,80-84,174892.0
2021-2022,Arizona,85+,129251.0
2021-2022,Arizona,total,7359197.0
2021-2022,Arkansas,0-5,177765.0
2021-2022,Arkansas,10-14,200389.0
2021-2022,Arkansas,15-19,203500.0
2021-2022,Arkansas,20-24,209906.0
2021-2022,Arkansas,25-29,187276.0
2021-2022,Arkansas,30-34,198601.0
2021-2022,Arkansas,35-39,188926.0
2021-2022,Arkansas,40-44,198714.0
2021-2022,Arkansas,45-49,176687.0
2021-2022,Arkansas,5-9,196453.0
2021-2022,Arkansas,50-54,186716.0
2021-2022,Arkansas,55-59,181881.0
2021-2022,Arkansas,60-64,199981.0
2021-2022,Arkansas,65-69,173741.0
2021-2022,Arkansas,70-74,141418.0
2021-2022,Arkansas,75-79,105085.0
2021-2022,Arkansas,80-84,64423.0
2021-2022,Arkansas,85+,54175.0
2021-2022,Arkansas,total,3045637.0
2021-2022,California,0-5,2118386.0
2021-2022,California,10-14,2550172.0
2021-2022,California,15-19,2568788.0
2021-2022,California,20-24,2639787.0
2021-2022,California,25-29,2755159.0
2021-2022,California,30-34,2989300.0
2021-2022,California,35-39,2763206.0
2021-2022,California,40-44,2632182.0
2021-2022,California,45-49,2401748.0
2021-2022,California,5-9,2285436.0
2021-2022,California,50-54,2476065.0
2021-2022,California,55-59,2356663.0
2021-2022,California,60-64,2333548.0
2021-2022,California,65-69,1980804.0
2021-2022,California,70-74,1587735.0
2021-2022,California,75-79,1158255.0
2021-2022,California,80-84,720433.0
2021-2022,California,85+,711675.0
2021-2022,California,total,39029342.0
2021-2022,Colorado,0-5,305063.0
2021-2022,Colorado,10-14,360878.0
2021-2022,Colorado,15-19,369814.0
2021-2022,Colorado,20-24,395695.0
2021-2022,Colorado,25-29,445190.0
2021-2022,Colorado,30-34,470752.0
2021-2022,Colorado,35-39,441353.0
2021-2022,Colorado,40-44,419002.0
2021-2022,Colorado,45-49,352210.0
2021-2022,Colorado,5-9,324472.0
2021-2022,Colorado,50-54,352484.0
2021-2022,Colorado,55-59,327914.0
2021-2022,Colorado,60-64,359438.0
2021-2022,Colorado,65-69,310229.0
2021-2022,Colorado,70-74,252123.0
2021-2022,Colorado,75-79,168070.0
2021-2022,Colorado,80-84,100553.0
2021-2022,Colorado,85+,84686.0
2021-2022,Colorado,total,5839926.0
2021-2022,Connecticut,0-5,178453.0
2021-2022,Connecticut,10-14,217577.0
2021-2022,Connecticut,15-19,245675.0
2021-2022,Connecticut,20-24,243507.0
2021-2022,Connecticut,25-29,220931.0
2021-2022,Connecticut,30-34,229579.0
2021-2022,Connecticut,35-39,238535.0
2021-2022,Connecticut,40-44,221778.0
2021-2022,Connecticut,45-49,213524.0
2021-2022,Connecticut,5-9,195805.0
2021-2022,Connecticut,50-54,241877.0
2021-2022,Connecticut,55-59,256256.0
2021-2022,Connecticut,60-64,258996.0
2021-2022,Connecticut,65-69,208956.0
2021-2022,Connecticut,70-74,172872.0
2021-2022,Connecticut,75-79,124139.0
2021-2022,Connecticut,80-84,75774.0
2021-2022,Connecticut,85+,81971.0
2021-2022,Connecticut,total,3626205.0
2021-2022,Delaware,0-5,54058.0
2021-2022,Delaware,10-14,59905.0
2021-2022,Delaware,15-19,62893.0
2021-2022,Delaware,20-24,59981.0
2021-2022,Delaware,25-29,61590.0
2021-2022,Delaware,30-34,68973.0
2021-2022,Delaware,35-39,61247.0
2021-2022,Delaware,40-44,64060.0
2021-2022,Delaware,45-49,52379.0
2021-2022,Delaware,5-9,57518.0
2021-2022,Delaware,50-54,60491.0
2021-2022,Delaware,55-59,65121.0
2021-2022,Delaware,60-64,78000.0
2021-2022,Delaware,65-69,69310.0
2021-2022,Delaware,70-74,57686.0
2021-2022,Delaware,75-79,41828.0
2021-2022,Delaware,80-84,24484.0
2021-2022,Delaware,85+,18872.0
2021-2022,Delaware,total,1018396.0
2021-2022,District of Columbia,0-5,39035.0
2021-2022,District of Columbia,10-14,31558.0
2021-2022,District of Columbia,15-19,36668.0
2021-2022,District of Columbia,20-24,48043.0
2021-2022,District of Columbia,25-29,70104.0
2021-2022,District of Columbia,30-34,75149.0
2021-2022,District of Columbia,35-39,62643.0
2021-2022,District of Columbia,40-44,48578.0
2021-2022,District of Columbia,45-49,36427.0
2021-2022,District of Columbia,5-9,37268.0
2021-2022,District of Columbia,50-54,35134.0
2021-2022,District of Columbia,55-59,30859.0
2021-2022,District of Columbia,60-64,32983.0
2021-2022,District of Columbia,65-69,29685.0
2021-2022,District of Columbia,70-74,20415.0
2021-2022,District of Columbia,75-79,16221.0
2021-2022,District of Columbia,80-84,11625.0
2021-2022,District of Columbia,85+,9408.0
2021-2022,District of Columbia,total,671803.0
2021-2022,Florida,0-5,1101350.0
2021-2022,Florida,10-14,1260197.0
2021-2022,Florida,15-19,1275398.0
2021-2022,Florida,20-24,1340486.0
2021-2022,Florida,25-29,1330720.0
2021-2022,Florida,30-34,1453041.0
2021-2022,Florida,35-39,1415689.0
2021-2022,Florida,40-44,1383810.0
2021-2022,Florida,45-49,1309763.0
2021-2022,Florida,5-9,1162982.0
2021-2022,Florida,50-54,1424400.0
2021-2022,Florida,55-59,1472092.0
