Diagnostic Test Type ,Surveillance Year,Week ending Code ,HHS region ,RSV Detections,RSV Tests,Outlier,week,flu_season,year_week,rsv_positivity_rate
Antigen,1112,1137,10,3.0,183.0,0,37,2011-2012,2011-37,0.01639344262295082
Antigen,1112,1138,10,2.0,253.0,0,38,2011-2012,2011-38,0.007905138339920948
Antigen,1112,1139,10,1.0,158.0,0,39,2011-2012,2011-39,0.006329113924050633
Antigen,1112,1140,10,0.0,248.0,0,40,2011-2012,2011-40,0.0
Antigen,1112,1141,10,1.0,247.0,0,41,2011-2012,2011-41,0.004048582995951417
Antigen,1112,1142,10,3.0,236.0,0,42,2011-2012,2011-42,0.012711864406779662
Antigen,1112,1143,10,5.0,259.0,0,43,2011-2012,2011-43,0.019305019305019305
Antigen,1112,1144,10,0.0,211.0,0,44,2011-2012,2011-44,0.0
Antigen,1112,1145,10,3.0,271.0,0,45,2011-2012,2011-45,0.01107011070110701
Antigen,1112,1146,10,10.0,299.0,0,46,2011-2012,2011-46,0.033444816053511704
Antigen,1112,1147,10,13.0,250.0,0,47,2011-2012,2011-47,0.052
Antigen,1112,1148,10,17.0,273.0,0,48,2011-2012,2011-48,0.06227106227106227
Antigen,1112,1149,10,22.0,308.0,0,49,2011-2012,2011-49,0.07142857142857142
Antigen,1112,1150,10,27.0,287.0,0,50,2011-2012,2011-50,0.09407665505226481
Antigen,1112,1151,10,24.0,200.0,0,51,2011-2012,2011-51,0.12
Antigen,1112,1152,10,26.0,209.0,0,52,2011-2012,2011-52,0.12440191387559808
Antigen,1112,1201,10,46.0,238.0,0,1,2011-2012,2012-01,0.19327731092436976
Antigen,1112,1202,10,62.0,275.0,0,2,2011-2012,2012-02,0.22545454545454546
Antigen,1112,1203,10,70.0,299.0,0,3,2011-2012,2012-03,0.23411371237458195
Antigen,1112,1204,10,112.0,339.0,0,4,2011-2012,2012-04,0.3303834808259587
Antigen,1112,1205,10,82.0,332.0,0,5,2011-2012,2012-05,0.2469879518072289
Antigen,1112,1206,10,92.0,362.0,0,6,2011-2012,2012-06,0.2541436464088398
Antigen,1112,1207,10,109.0,382.0,0,7,2011-2012,2012-07,0.28534031413612565
Antigen,1112,1208,10,142.0,497.0,0,8,2011-2012,2012-08,0.2857142857142857
Antigen,1112,1209,10,130.0,383.0,0,9,2011-2012,2012-09,0.3394255874673629
Antigen,1112,1210,10,148.0,553.0,0,10,2011-2012,2012-10,0.26763110307414106
Antigen,1112,1211,10,125.0,506.0,0,11,2011-2012,2012-11,0.24703557312252963
Antigen,1112,1212,10,129.0,489.0,0,12,2011-2012,2012-12,0.26380368098159507
Antigen,1112,1213,10,104.0,438.0,0,13,2011-2012,2012-13,0.2374429223744292
Antigen,1112,1214,10,74.0,403.0,0,14,2011-2012,2012-14,0.18362282878411912
Antigen,1112,1215,10,64.0,384.0,0,15,2011-2012,2012-15,0.16666666666666666
Antigen,1112,1216,10,43.0,316.0,0,16,2011-2012,2012-16,0.1360759493670886
Antigen,1112,1217,10,29.0,349.0,0,17,2011-2012,2012-17,0.0830945558739255
Antigen,1112,1127,2,2.0,68.0,0,27,2011-2012,2011-27,0.029411764705882353
Antigen,1112,1128,2,0.0,80.0,0,28,2011-2012,2011-28,0.0
Antigen,1112,1129,2,0.0,101.0,0,29,2011-2012,2011-29,0.0
Antigen,1112,1130,2,2.0,76.0,0,30,2011-2012,2011-30,0.02631578947368421
Antigen,1112,1131,2,0.0,62.0,0,31,2011-2012,2011-31,0.0
Antigen,1112,1132,2,2.0,81.0,0,32,2011-2012,2011-32,0.024691358024691357
Antigen,1112,1133,2,0.0,106.0,0,33,2011-2012,2011-33,0.0
Antigen,1112,1134,2,3.0,99.0,0,34,2011-2012,2011-34,0.030303030303030304
Antigen,1112,1135,2,3.0,112.0,0,35,2011-2012,2011-35,0.026785714285714284
Antigen,1112,1136,2,3.0,138.0,0,36,2011-2012,2011-36,0.021739130434782608
Antigen,1112,1137,2,5.0,169.0,0,37,2011-2012,2011-37,0.029585798816568046
Antigen,1112,1138,2,10.0,204.0,0,38,2011-2012,2011-38,0.049019607843137254
Antigen,1112,1139,2,12.0,312.0,0,39,2011-2012,2011-39,0.038461538461538464
Antigen,1112,1140,2,11.0,223.0,0,40,2011-2012,2011-40,0.04932735426008968
Antigen,1112,1141,2,12.0,301.0,0,41,2011-2012,2011-41,0.03986710963455149
Antigen,1112,1142,2,22.0,323.0,0,42,2011-2012,2011-42,0.06811145510835913
Antigen,1112,1143,2,25.0,320.0,0,43,2011-2012,2011-43,0.078125
Antigen,1112,1144,2,23.0,406.0,0,44,2011-2012,2011-44,0.05665024630541872
Antigen,1112,1145,2,52.0,447.0,0,45,2011-2012,2011-45,0.116331096196868
Antigen,1112,1146,2,73.0,466.0,0,46,2011-2012,2011-46,0.15665236051502146
Antigen,1112,1147,2,91.0,443.0,0,47,2011-2012,2011-47,0.2054176072234763
Antigen,1112,1148,2,163.0,598.0,0,48,2011-2012,2011-48,0.2725752508361204
Antigen,1112,1149,2,177.0,694.0,0,49,2011-2012,2011-49,0.25504322766570603
Antigen,1112,1150,2,242.0,750.0,0,50,2011-2012,2011-50,0.32266666666666666
Antigen,1112,1151,2,226.0,833.0,0,51,2011-2012,2011-51,0.27130852340936373
Antigen,1112,1152,2,244.0,817.0,0,52,2011-2012,2011-52,0.29865361077111385
Antigen,1112,1201,2,233.0,851.0,0,1,2011-2012,2012-01,0.27379553466509987
Antigen,1112,1202,2,166.0,732.0,0,2,2011-2012,2012-02,0.226775956284153
Antigen,1112,1203,2,171.0,673.0,0,3,2011-2012,2012-03,0.2540861812778603
Antigen,1112,1204,2,183.0,670.0,0,4,2011-2012,2012-04,0.27313432835820894
Antigen,1112,1205,2,173.0,641.0,0,5,2011-2012,2012-05,0.2698907956318253
Antigen,1112,1206,2,174.0,672.0,0,6,2011-2012,2012-06,0.25892857142857145
Antigen,1112,1207,2,156.0,653.0,0,7,2011-2012,2012-07,0.23889739663093415
Antigen,1112,1208,2,140.0,646.0,0,8,2011-2012,2012-08,0.21671826625386997
Antigen,1112,1209,2,104.0,555.0,0,9,2011-2012,2012-09,0.1873873873873874
Antigen,1112,1210,2,62.0,499.0,0,10,2011-2012,2012-10,0.12424849699398798
Antigen,1112,1211,2,47.0,471.0,0,11,2011-2012,2012-11,0.09978768577494693
Antigen,1112,1212,2,43.0,559.0,0,12,2011-2012,2012-12,0.07692307692307693
Antigen,1112,1213,2,42.0,500.0,0,13,2011-2012,2012-13,0.084
Antigen,1112,1214,2,24.0,413.0,0,14,2011-2012,2012-14,0.05811138014527845
Antigen,1112,1215,2,8.0,355.0,0,15,2011-2012,2012-15,0.022535211267605635
Antigen,1112,1216,2,12.0,310.0,0,16,2011-2012,2012-16,0.03870967741935484
Antigen,1112,1217,2,12.0,317.0,0,17,2011-2012,2012-17,0.03785488958990536
Antigen,1112,1127,3,1.0,84.0,0,27,2011-2012,2011-27,0.011904761904761904
Antigen,1112,1128,3,0.0,65.0,0,28,2011-2012,2011-28,0.0
Antigen,1112,1129,3,2.0,67.0,0,29,2011-2012,2011-29,0.029850746268656716
Antigen,1112,1130,3,4.0,59.0,0,30,2011-2012,2011-30,0.06779661016949153
Antigen,1112,1131,3,2.0,76.0,0,31,2011-2012,2011-31,0.02631578947368421
Antigen,1112,1132,3,1.0,102.0,0,32,2011-2012,2011-32,0.00980392156862745
Antigen,1112,1133,3,1.0,85.0,0,33,2011-2012,2011-33,0.011764705882352941
Antigen,1112,1134,3,2.0,83.0,0,34,2011-2012,2011-34,0.024096385542168676
Antigen,1112,1135,3,7.0,116.0,0,35,2011-2012,2011-35,0.0603448275862069
Antigen,1112,1136,3,5.0,148.0,0,36,2011-2012,2011-36,0.033783783783783786
Antigen,1112,1137,3,9.0,174.0,0,37,2011-2012,2011-37,0.05172413793103448
Antigen,1112,1138,3,16.0,264.0,0,38,2011-2012,2011-38,0.06060606060606061
Antigen,1112,1139,3,18.0,311.0,0,39,2011-2012,2011-39,0.05787781350482315
Antigen,1112,1140,3,16.0,363.0,0,40,2011-2012,2011-40,0.0440771349862259
Antigen,1112,1141,3,26.0,345.0,0,41,2011-2012,2011-41,0.07536231884057971
Antigen,1112,1142,3,51.0,428.0,0,42,2011-2012,2011-42,0.1191588785046729
Antigen,1112,1143,3,44.0,459.0,0,43,2011-2012,2011-43,0.09586056644880174
Antigen,1112,1144,3,76.0,539.0,0,44,2011-2012,2011-44,0.14100185528756956
Antigen,1112,1145,3,88.0,637.0,0,45,2011-2012,2011-45,0.13814756671899528
Antigen,1112,1146,3,140.0,724.0,0,46,2011-2012,2011-46,0.19337016574585636
Antigen,1112,1147,3,163.0,649.0,0,47,2011-2012,2011-47,0.25115562403698
Antigen,1112,1148,3,199.0,778.0,0,48,2011-2012,2011-48,0.25578406169665807
Antigen,1112,1149,3,206.0,788.0,0,49,2011-2012,2011-49,0.2614213197969543
Antigen,1112,1150,3,289.0,986.0,0,50,2011-2012,2011-50,0.29310344827586204
Antigen,1112,1151,3,319.0,977.0,0,51,2011-2012,2011-51,0.3265097236438076
Antigen,1112,1152,3,404.0,1.186,0,52,2011-2012,2011-52,340.6408094435076
Antigen,1112,1201,3,395.0,1.159,0,1,2011-2012,2012-01,340.81104400345123
Antigen,1112,1202,3,301.0,936.0,0,2,2011-2012,2012-02,0.3215811965811966
Antigen,1112,1203,3,245.0,967.0,0,3,2011-2012,2012-03,0.2533609100310238
Antigen,1112,1204,3,238.0,924.0,0,4,2011-2012,2012-04,0.25757575757575757
Antigen,1112,1205,3,201.0,861.0,0,5,2011-2012,2012-05,0.23344947735191637
Antigen,1112,1206,3,184.0,784.0,0,6,2011-2012,2012-06,0.23469387755102042
Antigen,1112,1207,3,194.0,915.0,0,7,2011-2012,2012-07,0.21202185792349726
Antigen,1112,1208,3,188.0,853.0,0,8,2011-2012,2012-08,0.22039859320046892
Antigen,1112,1209,3,177.0,889.0,0,9,2011-2012,2012-09,0.19910011248593926
Antigen,1112,1210,3,130.0,834.0,0,10,2011-2012,2012-10,0.15587529976019185
Antigen,1112,1211,3,87.0,796.0,0,11,2011-2012,2012-11,0.1092964824120603
Antigen,1112,1212,3,84.0,697.0,0,12,2011-2012,2012-12,0.12051649928263988
Antigen,1112,1213,3,57.0,702.0,0,13,2011-2012,2012-13,0.0811965811965812
Antigen,1112,1214,3,36.0,639.0,0,14,2011-2012,2012-14,0.056338028169014086
Antigen,1112,1215,3,40.0,551.0,0,15,2011-2012,2012-15,0.07259528130671507
Antigen,1112,1216,3,64.0,576.0,0,16,2011-2012,2012-16,0.1111111111111111
Antigen,1112,1217,3,15.0,427.0,0,17,2011-2012,2012-17,0.0351288056206089
Antigen,1112,1127,4,17.0,390.0,0,27,2011-2012,2011-27,0.04358974358974359
Antigen,1112,1128,4,23.0,394.0,0,28,2011-2012,2011-28,0.0583756345177665
Antigen,1112,1129,4,20.0,320.0,0,29,2011-2012,2011-29,0.0625
Antigen,1112,1130,4,31.0,351.0,0,30,2011-2012,2011-30,0.08831908831908832
Antigen,1112,1131,4,18.0,321.0,0,31,2011-2012,2011-31,0.056074766355140186
Antigen,1112,1132,4,48.0,422.0,0,32,2011-2012,2011-32,0.11374407582938388
Antigen,1112,1133,4,51.0,458.0,0,33,2011-2012,2011-33,0.11135371179039301
Antigen,1112,1134,4,50.0,536.0,0,34,2011-2012,2011-34,0.09328358208955224
Antigen,1112,1135,4,62.0,596.0,0,35,2011-2012,2011-35,0.1040268456375839
Antigen,1112,1136,4,79.0,644.0,0,36,2011-2012,2011-36,0.12267080745341614
Antigen,1112,1137,4,57.0,659.0,0,37,2011-2012,2011-37,0.08649468892261002
Antigen,1112,1138,4,97.0,764.0,0,38,2011-2012,2011-38,0.12696335078534032
Antigen,1112,1139,4,100.0,760.0,0,39,2011-2012,2011-39,0.13157894736842105
Antigen,1112,1140,4,90.0,845.0,0,40,2011-2012,2011-40,0.10650887573964497
Antigen,1112,1141,4,104.0,843.0,0,41,2011-2012,2011-41,0.12336892052194544
Antigen,1112,1142,4,123.0,951.0,0,42,2011-2012,2011-42,0.12933753943217666
Antigen,1112,1143,4,167.0,1.063,0,43,2011-2012,2011-43,157.10253998118534
Antigen,1112,1144,4,175.0,1.118,0,44,2011-2012,2011-44,156.52951699463327
Antigen,1112,1145,4,197.0,1.188,0,45,2011-2012,2011-45,165.82491582491582
Antigen,1112,1146,4,196.0,1.284,0,46,2011-2012,2011-46,152.64797507788163
Antigen,1112,1147,4,238.0,1.229,0,47,2011-2012,2011-47,193.653376729048
Antigen,1112,1148,4,265.0,1.29,0,48,2011-2012,2011-48,205.42635658914728
Antigen,1112,1149,4,229.0,1.184,0,49,2011-2012,2011-49,193.41216216216216
Antigen,1112,1150,4,290.0,1.39,0,50,2011-2012,2011-50,208.63309352517987
Antigen,1112,1151,4,350.0,1.573,0,51,2011-2012,2011-51,222.50476795931343
Antigen,1112,1152,4,451.0,1.762,0,52,2011-2012,2011-52,255.95913734392735
Antigen,1112,1201,4,334.0,1.486,0,1,2011-2012,2012-01,224.76446837146702
Antigen,1112,1202,4,301.0,1.369,0,2,2011-2012,2012-02,219.86851716581447
Antigen,1112,1203,4,351.0,1.579,0,3,2011-2012,2012-03,222.29259024699178
Antigen,1112,1204,4,331.0,1.609,0,4,2011-2012,2012-04,205.71783716594157
Antigen,1112,1205,4,318.0,1.699,0,5,2011-2012,2012-05,187.16892289582105
Antigen,1112,1206,4,363.0,1.707,0,6,2011-2012,2012-06,212.65377855887522
Antigen,1112,1207,4,324.0,1.738,0,7,2011-2012,2012-07,186.42117376294593
Antigen,1112,1208,4,279.0,1.677,0,8,2011-2012,2012-08,166.3685152057245
Antigen,1112,1209,4,278.0,1.63,0,9,2011-2012,2012-09,170.5521472392638
Antigen,1112,1210,4,184.0,1.514,0,10,2011-2012,2012-10,121.53236459709379
Antigen,1112,1211,4,215.0,1.546,0,11,2011-2012,2012-11,139.0685640362225
Antigen,1112,1212,4,156.0,1.319,0,12,2011-2012,2012-12,118.27141774071266
Antigen,1112,1213,4,119.0,1.243,0,13,2011-2012,2012-13,95.73612228479485
Antigen,1112,1214,4,88.0,1.228,0,14,2011-2012,2012-14,71.66123778501628
Antigen,1112,1215,4,79.0,1.131,0,15,2011-2012,2012-15,69.84969053934572
Antigen,1112,1216,4,65.0,1.112,0,16,2011-2012,2012-16,58.453237410071935
Antigen,1112,1217,4,40.0,1.001,0,17,2011-2012,2012-17,39.960039960039964
Antigen,1112,1127,5,3.0,123.0,0,27,2011-2012,2011-27,0.024390243902439025
Antigen,1112,1128,5,0.0,133.0,0,28,2011-2012,2011-28,0.0
Antigen,1112,1129,5,1.0,98.0,0,29,2011-2012,2011-29,0.01020408163265306
Antigen,1112,1130,5,1.0,99.0,0,30,2011-2012,2011-30,0.010101010101010102
Antigen,1112,1131,5,1.0,99.0,0,31,2011-2012,2011-31,0.010101010101010102
Antigen,1112,1132,5,1.0,127.0,0,32,2011-2012,2011-32,0.007874015748031496
Antigen,1112,1133,5,2.0,145.0,0,33,2011-2012,2011-33,0.013793103448275862
Antigen,1112,1134,5,0.0,120.0,0,34,2011-2012,2011-34,0.0
Antigen,1112,1135,5,3.0,123.0,0,35,2011-2012,2011-35,0.024390243902439025
Antigen,1112,1136,5,2.0,166.0,0,36,2011-2012,2011-36,0.012048192771084338
Antigen,1112,1137,5,1.0,203.0,0,37,2011-2012,2011-37,0.0049261083743842365
Antigen,1112,1138,5,2.0,322.0,0,38,2011-2012,2011-38,0.006211180124223602
Antigen,1112,1139,5,8.0,307.0,0,39,2011-2012,2011-39,0.026058631921824105
Antigen,1112,1140,5,7.0,370.0,0,40,2011-2012,2011-40,0.01891891891891892
Antigen,1112,1141,5,11.0,367.0,0,41,2011-2012,2011-41,0.02997275204359673
Antigen,1112,1142,5,7.0,398.0,0,42,2011-2012,2011-42,0.017587939698492462
Antigen,1112,1143,5,5.0,411.0,0,43,2011-2012,2011-43,0.012165450121654502
Antigen,1112,1144,5,7.0,447.0,0,44,2011-2012,2011-44,0.015659955257270694
Antigen,1112,1145,5,9.0,467.0,0,45,2011-2012,2011-45,0.019271948608137045
Antigen,1112,1146,5,19.0,473.0,0,46,2011-2012,2011-46,0.040169133192389
Antigen,1112,1147,5,33.0,462.0,0,47,2011-2012,2011-47,0.07142857142857142
Antigen,1112,1148,5,28.0,527.0,0,48,2011-2012,2011-48,0.05313092979127135
Antigen,1112,1149,5,50.0,479.0,0,49,2011-2012,2011-49,0.10438413361169102
Antigen,1112,1150,5,97.0,584.0,0,50,2011-2012,2011-50,0.1660958904109589
Antigen,1112,1151,5,108.0,569.0,0,51,2011-2012,2011-51,0.18980667838312829
Antigen,1112,1152,5,171.0,704.0,0,52,2011-2012,2011-52,0.24289772727272727
Antigen,1112,1201,5,189.0,774.0,0,1,2011-2012,2012-01,0.2441860465116279
Antigen,1112,1202,5,185.0,735.0,0,2,2011-2012,2012-02,0.25170068027210885
Antigen,1112,1203,5,214.0,750.0,0,3,2011-2012,2012-03,0.2853333333333333
Antigen,1112,1204,5,218.0,748.0,0,4,2011-2012,2012-04,0.2914438502673797
Antigen,1112,1205,5,256.0,833.0,0,5,2011-2012,2012-05,0.30732292917166865
Antigen,1112,1206,5,256.0,913.0,0,6,2011-2012,2012-06,0.28039430449069
Antigen,1112,1207,5,344.0,1.098,0,7,2011-2012,2012-07,313.2969034608379
Antigen,1112,1208,5,358.0,1.185,0,8,2011-2012,2012-08,302.1097046413502
Antigen,1112,1209,5,408.0,1.191,0,9,2011-2012,2012-09,342.56926952141055
Antigen,1112,1210,5,340.0,1.139,0,10,2011-2012,2012-10,298.5074626865672
Antigen,1112,1211,5,389.0,1.07,0,11,2011-2012,2012-11,363.55140186915884
Antigen,1112,1212,5,227.0,928.0,0,12,2011-2012,2012-12,0.24461206896551724
Antigen,1112,1213,5,165.0,727.0,0,13,2011-2012,2012-13,0.22696011004126548
Antigen,1112,1214,5,133.0,630.0,0,14,2011-2012,2012-14,0.2111111111111111
Antigen,1112,1215,5,79.0,563.0,0,15,2011-2012,2012-15,0.14031971580817051
Antigen,1112,1216,5,90.0,485.0,0,16,2011-2012,2012-16,0.18556701030927836
Antigen,1112,1217,5,49.0,368.0,0,17,2011-2012,2012-17,0.1331521739130435
Antigen,1112,1127,6,2.0,193.0,0,27,2011-2012,2011-27,0.010362694300518135
Antigen,1112,1128,6,1.0,195.0,0,28,2011-2012,2011-28,0.005128205128205128
Antigen,1112,1129,6,2.0,213.0,0,29,2011-2012,2011-29,0.009389671361502348
Antigen,1112,1130,6,0.0,204.0,0,30,2011-2012,2011-30,0.0
Antigen,1112,1131,6,5.0,200.0,0,31,2011-2012,2011-31,0.025
Antigen,1112,1132,6,2.0,241.0,0,32,2011-2012,2011-32,0.008298755186721992
Antigen,1112,1133,6,4.0,254.0,0,33,2011-2012,2011-33,0.015748031496062992
Antigen,1112,1134,6,3.0,272.0,0,34,2011-2012,2011-34,0.011029411764705883
Antigen,1112,1135,6,4.0,355.0,0,35,2011-2012,2011-35,0.011267605633802818
Antigen,1112,1136,6,7.0,425.0,0,36,2011-2012,2011-36,0.01647058823529412
Antigen,1112,1137,6,3.0,458.0,0,37,2011-2012,2011-37,0.006550218340611353
Antigen,1112,1138,6,8.0,473.0,0,38,2011-2012,2011-38,0.016913319238900635
Antigen,1112,1139,6,13.0,526.0,0,39,2011-2012,2011-39,0.024714828897338403
Antigen,1112,1140,6,13.0,527.0,0,40,2011-2012,2011-40,0.024667931688804556
Antigen,1112,1141,6,19.0,571.0,0,41,2011-2012,2011-41,0.03327495621716287
Antigen,1112,1142,6,29.0,646.0,0,42,2011-2012,2011-42,0.04489164086687306
Antigen,1112,1143,6,16.0,686.0,0,43,2011-2012,2011-43,0.023323615160349854
Antigen,1112,1144,6,42.0,810.0,0,44,2011-2012,2011-44,0.05185185185185185
Antigen,1112,1145,6,54.0,895.0,0,45,2011-2012,2011-45,0.060335195530726256
Antigen,1112,1146,6,100.0,1.003,0,46,2011-2012,2011-46,99.70089730807578
Antigen,1112,1147,6,133.0,956.0,0,47,2011-2012,2011-47,0.13912133891213388
Antigen,1112,1148,6,204.0,1.225,0,48,2011-2012,2011-48,166.53061224489795
Antigen,1112,1149,6,230.0,1.209,0,49,2011-2012,2011-49,190.23986765922248
Antigen,1112,1150,6,342.0,1.364,0,50,2011-2012,2011-50,250.733137829912
Antigen,1112,1151,6,496.0,1.589,0,51,2011-2012,2011-51,312.14600377595974
Antigen,1112,1152,6,693.0,2.111,0,52,2011-2012,2011-52,328.28043581241116
Antigen,1112,1201,6,698.0,2.091,0,1,2011-2012,2012-01,333.8115734098517
Antigen,1112,1202,6,580.0,1.885,0,2,2011-2012,2012-02,307.6923076923077
Antigen,1112,1203,6,626.0,2.073,0,3,2011-2012,2012-03,301.97780993728895
Antigen,1112,1204,6,745.0,2.154,0,4,2011-2012,2012-04,345.86815227483754
Antigen,1112,1205,6,704.0,2.244,0,5,2011-2012,2012-05,313.7254901960784
Antigen,1112,1206,6,656.0,2.112,0,6,2011-2012,2012-06,310.60606060606057
Antigen,1112,1207,6,557.0,2.009,0,7,2011-2012,2012-07,277.2523643603783
Antigen,1112,1208,6,460.0,1.985,0,8,2011-2012,2012-08,231.7380352644836
Antigen,1112,1209,6,345.0,1.795,0,9,2011-2012,2012-09,192.20055710306409
Antigen,1112,1210,6,278.0,1.588,0,10,2011-2012,2012-10,175.06297229219143
Antigen,1112,1211,6,223.0,1.407,0,11,2011-2012,2012-11,158.49324804548684
Antigen,1112,1212,6,133.0,1.042,0,12,2011-2012,2012-12,127.63915547024952
Antigen,1112,1213,6,115.0,1.083,0,13,2011-2012,2012-13,106.18651892890121
Antigen,1112,1214,6,72.0,858.0,0,14,2011-2012,2012-14,0.08391608391608392
Antigen,1112,1215,6,48.0,801.0,0,15,2011-2012,2012-15,0.0599250936329588
Antigen,1112,1216,6,44.0,866.0,0,16,2011-2012,2012-16,0.050808314087759814
Antigen,1112,1217,6,21.0,661.0,0,17,2011-2012,2012-17,0.03177004538577912
Antigen,1112,1127,7,0.0,126.0,0,27,2011-2012,2011-27,0.0
Antigen,1112,1128,7,0.0,168.0,0,28,2011-2012,2011-28,0.0
Antigen,1112,1129,7,0.0,148.0,0,29,2011-2012,2011-29,0.0
Antigen,1112,1130,7,1.0,124.0,0,30,2011-2012,2011-30,0.008064516129032258
Antigen,1112,1131,7,0.0,140.0,0,31,2011-2012,2011-31,0.0
Antigen,1112,1132,7,0.0,139.0,0,32,2011-2012,2011-32,0.0
Antigen,1112,1133,7,1.0,142.0,0,33,2011-2012,2011-33,0.007042253521126761
Antigen,1112,1134,7,0.0,182.0,0,34,2011-2012,2011-34,0.0
Antigen,1112,1135,7,0.0,224.0,0,35,2011-2012,2011-35,0.0
Antigen,1112,1136,7,0.0,197.0,0,36,2011-2012,2011-36,0.0
Antigen,1112,1137,7,1.0,236.0,0,37,2011-2012,2011-37,0.00423728813559322
Antigen,1112,1138,7,1.0,258.0,0,38,2011-2012,2011-38,0.003875968992248062
Antigen,1112,1139,7,4.0,282.0,0,39,2011-2012,2011-39,0.014184397163120567
Antigen,1112,1140,7,2.0,301.0,0,40,2011-2012,2011-40,0.006644518272425249
Antigen,1112,1141,7,2.0,304.0,0,41,2011-2012,2011-41,0.006578947368421052
Antigen,1112,1142,7,1.0,321.0,0,42,2011-2012,2011-42,0.003115264797507788
Antigen,1112,1143,7,2.0,327.0,0,43,2011-2012,2011-43,0.0061162079510703364
Antigen,1112,1144,7,4.0,375.0,0,44,2011-2012,2011-44,0.010666666666666666
Antigen,1112,1145,7,3.0,352.0,0,45,2011-2012,2011-45,0.008522727272727272
Antigen,1112,1146,7,1.0,364.0,0,46,2011-2012,2011-46,0.0027472527472527475
Antigen,1112,1147,7,2.0,316.0,0,47,2011-2012,2011-47,0.006329113924050633
Antigen,1112,1148,7,10.0,374.0,0,48,2011-2012,2011-48,0.026737967914438502
Antigen,1112,1149,7,9.0,361.0,0,49,2011-2012,2011-49,0.024930747922437674
Antigen,1112,1150,7,18.0,464.0,0,50,2011-2012,2011-50,0.03879310344827586
Antigen,1112,1151,7,28.0,458.0,0,51,2011-2012,2011-51,0.0611353711790393
Antigen,1112,1152,7,34.0,500.0,0,52,2011-2012,2011-52,0.068
Antigen,1112,1201,7,41.0,525.0,0,1,2011-2012,2012-01,0.07809523809523809
Antigen,1112,1202,7,47.0,479.0,0,2,2011-2012,2012-02,0.09812108559498957
Antigen,1112,1203,7,53.0,469.0,0,3,2011-2012,2012-03,0.11300639658848614
Antigen,1112,1204,7,80.0,524.0,0,4,2011-2012,2012-04,0.15267175572519084
Antigen,1112,1205,7,62.0,559.0,0,5,2011-2012,2012-05,0.11091234347048301
Antigen,1112,1206,7,110.0,678.0,0,6,2011-2012,2012-06,0.16224188790560473
Antigen,1112,1207,7,123.0,683.0,0,7,2011-2012,2012-07,0.1800878477306003
Antigen,1112,1208,7,102.0,733.0,0,8,2011-2012,2012-08,0.13915416098226466
Antigen,1112,1209,7,143.0,773.0,0,9,2011-2012,2012-09,0.18499353169469598
Antigen,1112,1210,7,145.0,738.0,0,10,2011-2012,2012-10,0.19647696476964768
Antigen,1112,1211,7,151.0,760.0,0,11,2011-2012,2012-11,0.1986842105263158
Antigen,1112,1212,7,105.0,619.0,0,12,2011-2012,2012-12,0.16962843295638125
Antigen,1112,1213,7,98.0,534.0,0,13,2011-2012,2012-13,0.18352059925093633
Antigen,1112,1214,7,78.0,518.0,0,14,2011-2012,2012-14,0.15057915057915058
Antigen,1112,1215,7,63.0,457.0,0,15,2011-2012,2012-15,0.13785557986870897
Antigen,1112,1216,7,27.0,350.0,0,16,2011-2012,2012-16,0.07714285714285714
Antigen,1112,1217,7,24.0,371.0,0,17,2011-2012,2012-17,0.0646900269541779
Antigen,1112,1127,8,1.0,99.0,0,27,2011-2012,2011-27,0.010101010101010102
Antigen,1112,1128,8,1.0,115.0,0,28,2011-2012,2011-28,0.008695652173913044
Antigen,1112,1129,8,0.0,117.0,0,29,2011-2012,2011-29,0.0
Antigen,1112,1130,8,2.0,97.0,0,30,2011-2012,2011-30,0.020618556701030927
Antigen,1112,1131,8,1.0,98.0,0,31,2011-2012,2011-31,0.01020408163265306
Antigen,1112,1132,8,1.0,120.0,0,32,2011-2012,2011-32,0.008333333333333333
Antigen,1112,1133,8,2.0,94.0,0,33,2011-2012,2011-33,0.02127659574468085
