region,year,week_number,temperature_mean_c,dewpoint_mean_c,relative_humidity_mean
Alabama,2013,52,0.53,-4.83,68.6
Alabama,2014,1,-1.63,-7.19,67.3
Alabama,2014,2,-2.59,-7.58,69.8
Alabama,2014,3,-0.17,-4.7,72.5
Alabama,2014,4,-5.21,-12.29,59.7
Alabama,2014,5,-2.6,-12.11,51.2
Alabama,2014,6,-4.92,-7.86,80.3
Alabama,2014,7,-5.09,-9.58,72.3
Alabama,2014,8,6.48,-0.46,64.0
Alabama,2014,9,-1.05,-9.71,54.6
Alabama,2014,10,0.04,-5.99,65.7
Alabama,2014,11,8.22,-0.06,58.8
Alabama,2014,12,6.87,-1.02,60.5
Alabama,2014,13,4.82,-2.92,60.7
Alabama,2014,14,12.62,4.86,63.2
Alabama,2014,15,15.14,7.16,62.5
Alabama,2014,16,12.02,2.89,58.0
Alabama,2014,17,16.67,6.97,56.0
Alabama,2014,18,14.8,8.29,68.1
Alabama,2014,19,21.63,13.58,62.6
Alabama,2014,20,15.82,10.42,73.0
Alabama,2014,21,20.47,12.48,62.3
Alabama,2014,22,23.72,16.95,67.7
Alabama,2014,23,22.88,16.49,69.3
Alabama,2014,24,21.17,14.33,68.4
Alabama,2014,25,27.28,18.71,62.2
Alabama,2014,26,25.27,19.06,71.1
Alabama,2014,27,23.34,15.86,65.8
Alabama,2014,28,25.48,16.61,60.6
Alabama,2014,29,20.74,15.17,72.5
Alabama,2014,30,24.22,17.76,69.5
Alabama,2014,31,21.96,13.98,63.0
Alabama,2014,32,23.6,18.22,74.8
Alabama,2014,33,21.83,17.04,76.0
Alabama,2014,34,25.21,21.72,82.2
Alabama,2014,35,25.76,21.14,77.3
Alabama,2014,36,24.3,19.76,77.6
Alabama,2014,37,19.1,13.86,73.5
Alabama,2014,38,18.12,12.14,70.2
Alabama,2014,39,18.38,10.34,62.4
Alabama,2014,40,17.73,9.84,62.9
Alabama,2014,41,14.67,10.34,77.1
Alabama,2014,42,14.7,10.84,79.1
Alabama,2014,43,12.59,7.02,71.3
Alabama,2014,44,10.25,4.02,67.6
Alabama,2014,45,8.87,2.23,66.3
Alabama,2014,46,2.67,-3.87,63.9
Alabama,2014,47,0.68,-5.83,63.6
Alabama,2014,48,5.33,0.4,71.0
Alabama,2014,49,4.85,3.01,88.5
Alabama,2014,50,3.54,-0.23,76.9
Alabama,2014,51,2.03,-1.6,77.1
Alabama,2014,52,6.72,4.03,83.7
Alabama,2015,1,1.47,-2.96,73.9
Alabama,2015,2,-6.84,-15.82,50.1
Alabama,2015,3,0.89,-4.55,68.8
Alabama,2015,4,3.19,-1.48,72.7
Alabama,2015,5,1.09,-4.26,69.1
Alabama,2015,6,1.65,-5.77,59.2
Alabama,2015,7,-1.71,-8.28,62.6
Alabama,2015,8,-8.85,-12.95,73.7
Alabama,2015,9,-4.9,-10.67,65.1
Alabama,2015,10,-0.4,-5.36,71.1
Alabama,2015,11,10.5,6.05,77.3
Alabama,2015,12,10.12,1.4,58.2
Alabama,2015,13,6.29,-1.02,62.1
Alabama,2015,14,12.8,3.43,58.1
Alabama,2015,15,16.4,9.55,67.4
Alabama,2015,16,17.42,11.41,70.1
Alabama,2015,17,11.93,3.27,60.4
Alabama,2015,18,13.93,5.38,58.8
Alabama,2015,19,23.0,14.58,61.6
Alabama,2015,20,19.93,13.44,68.6
Alabama,2015,21,17.57,11.08,68.6
Alabama,2015,22,22.22,18.13,78.9
Alabama,2015,23,19.91,14.35,72.6
Alabama,2015,24,26.09,18.64,66.0
Alabama,2015,25,25.43,21.55,80.3
Alabama,2015,26,24.43,18.92,73.3
Alabama,2015,27,22.95,19.25,80.8
Alabama,2015,28,24.03,21.05,84.4
Alabama,2015,29,26.7,21.28,73.4
Alabama,2015,30,25.32,19.24,71.0
Alabama,2015,31,26.6,19.44,68.6
Alabama,2015,32,24.22,19.22,75.7
Alabama,2015,33,23.93,18.09,72.3
Alabama,2015,34,23.31,17.03,70.1
Alabama,2015,35,21.58,14.45,66.4
Alabama,2015,36,26.18,18.77,66.9
Alabama,2015,37,22.37,15.42,67.5
Alabama,2015,38,20.92,10.86,56.0
Alabama,2015,39,20.38,11.61,61.2
Alabama,2015,40,16.79,13.02,79.9
Alabama,2015,41,18.6,13.02,72.0
Alabama,2015,42,13.36,3.84,56.1
Alabama,2015,43,15.84,7.98,63.0
Alabama,2015,44,12.21,7.67,75.7
Alabama,2015,45,14.86,9.59,72.4
Alabama,2015,46,8.98,1.55,62.9
Alabama,2015,47,8.69,2.03,65.2
Alabama,2015,48,9.17,3.66,70.7
Alabama,2015,49,4.8,1.68,81.4
Alabama,2015,50,11.95,8.26,78.8
Alabama,2015,51,6.38,0.48,67.2
Alabama,2015,52,12.57,9.66,83.7
Alabama,2015,53,3.42,-0.49,76.2
Alabama,2016,1,2.86,-2.25,70.7
Alabama,2016,2,-0.66,-6.28,66.9
Alabama,2016,3,-6.33,-11.5,67.8
Alabama,2016,4,4.71,-1.16,66.7
Alabama,2016,5,5.86,-0.55,65.5
Alabama,2016,6,-4.02,-11.09,59.8
Alabama,2016,7,6.87,2.84,78.3
Alabama,2016,8,6.15,0.32,68.4
Alabama,2016,9,4.84,-0.67,69.7
Alabama,2016,10,14.82,9.38,72.4
Alabama,2016,11,12.66,4.4,62.2
Alabama,2016,12,11.15,3.07,60.1
Alabama,2016,13,11.42,2.94,58.8
Alabama,2016,14,7.75,-0.3,58.3
Alabama,2016,15,14.21,4.4,55.4
Alabama,2016,16,18.26,11.38,68.2
Alabama,2016,17,19.1,14.18,75.3
Alabama,2016,18,14.6,8.72,69.7
Alabama,2016,19,16.67,11.63,74.0
Alabama,2016,20,14.01,8.57,72.5
Alabama,2016,21,22.05,16.22,71.8
Alabama,2016,22,23.27,18.51,76.7
Alabama,2016,23,23.36,14.73,60.7
Alabama,2016,24,25.37,18.64,68.2
Alabama,2016,25,27.07,21.09,71.4
Alabama,2016,26,23.3,15.92,65.2
Alabama,2016,27,24.43,20.94,82.3
Alabama,2016,28,25.2,20.68,77.5
Alabama,2016,29,27.15,23.22,80.2
Alabama,2016,30,25.82,22.65,83.7
Alabama,2016,31,25.61,21.66,80.4
Alabama,2016,32,26.21,22.54,81.3
Alabama,2016,33,24.27,21.57,85.8
Alabama,2016,34,25.25,20.56,76.7
Alabama,2016,35,23.91,17.95,71.5
Alabama,2016,36,25.25,19.09,70.4
Alabama,2016,37,23.15,17.74,73.9
Alabama,2016,38,24.41,16.67,65.5
Alabama,2016,39,16.49,12.0,77.2
Alabama,2016,40,19.21,12.31,67.0
Alabama,2016,41,17.2,10.6,67.5
Alabama,2016,42,17.84,12.27,72.0
Alabama,2016,43,15.69,8.54,64.5
Alabama,2016,44,15.81,9.78,70.4
Alabama,2016,45,9.7,2.83,65.0
Alabama,2016,46,9.95,1.63,58.6
Alabama,2016,47,5.28,0.06,70.7
Alabama,2016,48,7.38,2.24,71.3
Alabama,2016,49,0.88,-4.46,68.9
Alabama,2016,50,-0.55,-5.9,69.4
Alabama,2016,51,0.63,-2.89,78.3
Alabama,2016,52,6.27,0.77,69.9
Alabama,2017,1,-2.06,-6.24,74.0
Alabama,2017,2,5.23,2.11,82.0
Alabama,2017,3,10.15,7.51,84.4
Alabama,2017,4,4.34,-0.5,71.1
Alabama,2017,5,2.07,-7.03,52.9
Alabama,2017,6,7.83,3.05,73.9
Alabama,2017,7,7.46,-1.53,55.8
Alabama,2017,8,12.24,6.39,69.5
Alabama,2017,9,8.03,0.63,62.5
Alabama,2017,10,8.6,-1.51,52.5
Alabama,2017,11,2.57,-5.05,60.5
Alabama,2017,12,12.84,4.78,59.8
Alabama,2017,13,13.03,8.68,76.2
Alabama,2017,14,13.51,5.41,61.3
Alabama,2017,15,19.57,9.56,55.7
Alabama,2017,16,17.17,11.28,70.5
Alabama,2017,17,18.84,12.97,70.5
Alabama,2017,18,12.66,6.86,70.5
Alabama,2017,19,18.87,11.99,66.8
Alabama,2017,20,23.67,17.31,69.9
Alabama,2017,21,19.05,14.06,74.7
Alabama,2017,22,22.9,12.8,56.6
Alabama,2017,23,21.91,13.46,61.7
Alabama,2017,24,26.03,19.93,71.2
Alabama,2017,25,23.21,16.96,71.0
Alabama,2017,26,23.09,15.88,66.2
Alabama,2017,27,24.62,19.93,77.2
Alabama,2017,28,26.26,19.65,68.7
Alabama,2017,29,28.2,20.64,65.6
Alabama,2017,30,25.39,18.13,66.7
Alabama,2017,31,23.42,15.89,65.2
Alabama,2017,32,23.21,15.84,66.2
Alabama,2017,33,26.0,19.27,69.0
Alabama,2017,34,23.38,14.18,59.2
Alabama,2017,35,20.24,15.72,77.4
Alabama,2017,36,18.36,12.21,69.6
Alabama,2017,37,19.33,15.58,80.8
Alabama,2017,38,24.38,19.49,76.7
Alabama,2017,39,20.82,12.62,62.0
Alabama,2017,40,21.06,15.24,71.3
Alabama,2017,41,18.92,16.06,84.4
Alabama,2017,42,14.85,8.08,66.4
Alabama,2017,43,9.02,4.3,74.5
Alabama,2017,44,11.91,8.72,81.7
Alabama,2017,45,7.28,2.45,73.0
Alabama,2017,46,6.83,2.99,77.6
Alabama,2017,47,5.11,-2.46,60.6
Alabama,2017,48,8.3,0.74,61.6
Alabama,2017,49,2.29,-3.75,65.5
Alabama,2017,50,2.16,-4.93,61.0
Alabama,2017,51,6.63,3.9,84.3
Alabama,2017,52,-6.46,-13.72,57.2
Alabama,2018,1,-10.4,-18.33,53.8
Alabama,2018,2,2.47,-0.07,84.5
Alabama,2018,3,-3.71,-8.52,70.2
Alabama,2018,4,6.16,0.62,70.7
Alabama,2018,5,0.27,-6.81,61.0
Alabama,2018,6,0.17,-3.96,75.4
Alabama,2018,7,6.32,3.17,81.3
Alabama,2018,8,13.08,9.94,83.2
Alabama,2018,9,8.66,1.56,64.9
Alabama,2018,10,4.04,-3.01,62.4
Alabama,2018,11,5.34,-2.19,61.7
Alabama,2018,12,4.43,-1.37,69.2
Alabama,2018,13,10.79,6.65,78.1
Alabama,2018,14,6.4,0.14,66.4
Alabama,2018,15,12.79,4.82,62.5
Alabama,2018,16,9.21,-0.29,54.2
Alabama,2018,17,13.44,5.14,61.4
Alabama,2018,18,19.43,11.78,65.1
Alabama,2018,19,22.59,13.59,59.4
Alabama,2018,20,23.97,18.59,74.1
Alabama,2018,21,24.23,18.18,71.5
Alabama,2018,22,24.78,20.45,79.1
Alabama,2018,23,23.75,15.18,61.3
Alabama,2018,24,25.39,20.03,74.5
Alabama,2018,25,25.6,20.29,74.1
Alabama,2018,26,25.68,21.79,80.3
Alabama,2018,27,26.61,20.71,71.7
Alabama,2018,28,26.54,18.98,65.2
Alabama,2018,29,24.81,18.51,70.9
Alabama,2018,30,23.66,17.14,69.6
Alabama,2018,31,24.34,19.21,75.5
Alabama,2018,32,25.6,20.92,77.2
Alabama,2018,33,24.71,20.39,78.7
Alabama,2018,34,23.17,18.57,77.0
Alabama,2018,35,26.45,21.17,74.5
Alabama,2018,36,24.91,20.97,81.1
Alabama,2018,37,22.18,17.38,75.9
Alabama,2018,38,23.99,18.76,74.6
Alabama,2018,39,18.49,15.39,83.7
Alabama,2018,40,24.3,20.23,79.5
Alabama,2018,41,16.75,11.87,74.8
Alabama,2018,42,9.35,3.06,68.5
Alabama,2018,43,9.68,3.24,67.7
Alabama,2018,44,11.53,6.86,75.2
Alabama,2018,45,6.47,1.19,70.7
Alabama,2018,46,2.14,-0.98,80.7
Alabama,2018,47,5.76,2.64,81.6
Alabama,2018,48,4.79,1.01,77.4
Alabama,2018,49,0.93,-3.93,70.6
Alabama,2018,50,5.13,1.08,76.6
Alabama,2018,51,4.52,0.64,77.6
Alabama,2018,52,4.65,0.67,76.3
Alabama,2019,1,6.23,3.24,81.8
Alabama,2019,2,3.59,-1.52,70.9
Alabama,2019,3,1.51,-1.59,81.0
Alabama,2019,4,-1.34,-7.68,63.7
Alabama,2019,5,-2.8,-8.49,66.0
Alabama,2019,6,5.85,2.43,79.9
Alabama,2019,7,3.85,-0.8,73.6
Alabama,2019,8,4.43,0.38,76.5
Alabama,2019,9,3.14,-2.6,68.8
Alabama,2019,10,-0.38,-6.05,66.9
Alabama,2019,11,8.79,0.26,57.3
Alabama,2019,12,7.24,-1.52,56.8
Alabama,2019,13,9.84,2.17,62.6
Alabama,2019,14,11.63,3.97,62.4
Alabama,2019,15,16.96,8.79,62.6
Alabama,2019,16,12.1,6.16,70.8
Alabama,2019,17,16.35,9.71,67.0
Alabama,2019,18,18.34,14.24,78.7
Alabama,2019,19,17.71,12.54,73.7
Alabama,2019,20,18.61,12.67,70.2
Alabama,2019,21,22.86,16.98,70.8
Alabama,2019,22,23.16,18.09,74.8
Alabama,2019,23,22.32,17.39,75.7
Alabama,2019,24,20.4,13.17,65.6
Alabama,2019,25,22.57,19.42,83.2
Alabama,2019,26,25.58,19.91,72.6
Alabama,2019,27,26.07,21.94,79.0
Alabama,2019,28,26.77,19.45,66.5
Alabama,2019,29,27.32,22.2,75.0
Alabama,2019,30,23.65,16.38,66.8
Alabama,2019,31,25.4,17.63,64.8
Alabama,2019,32,25.74,17.29,62.2
Alabama,2019,33,25.79,19.59,70.5
Alabama,2019,34,24.37,18.46,71.3
Alabama,2019,35,23.01,18.6,78.3
Alabama,2019,36,23.05,17.2,71.4
Alabama,2019,37,25.8,17.27,62.2
Alabama,2019,38,25.49,16.27,58.8
Alabama,2019,39,23.42,14.26,59.1
Alabama,2019,40,23.88,14.76,59.2
Alabama,2019,41,14.74,8.74,70.7
Alabama,2019,42,12.81,5.57,64.4
Alabama,2019,43,13.76,7.81,70.0
Alabama,2019,44,8.39,4.32,77.4
Alabama,2019,45,5.82,-0.61,65.5
Alabama,2019,46,0.93,-4.84,66.8
Alabama,2019,47,5.91,2.73,80.8
Alabama,2019,48,7.61,2.83,73.1
Alabama,2019,49,4.76,-0.25,71.7
Alabama,2019,50,4.08,-0.55,72.9
Alabama,2019,51,1.4,-3.35,72.7
Alabama,2019,52,10.83,7.51,81.1
Alabama,2020,1,6.07,1.36,73.5
Alabama,2020,2,7.55,0.52,63.8
Alabama,2020,3,4.28,-0.42,72.4
Alabama,2020,4,0.1,-4.83,71.0
Alabama,2020,5,3.26,-0.58,77.3
Alabama,2020,6,4.68,0.6,76.8
Alabama,2020,7,1.58,-3.11,73.3
Alabama,2020,8,3.39,-4.11,60.6
Alabama,2020,9,3.9,-1.5,70.5
Alabama,2020,10,8.57,0.03,58.7
Alabama,2020,11,9.78,4.25,70.9
Alabama,2020,12,9.58,5.82,78.1
Alabama,2020,13,14.42,9.49,74.2
Alabama,2020,14,11.87,3.89,60.9
Alabama,2020,15,14.6,6.2,60.1
Alabama,2020,16,7.6,-0.2,60.7
Alabama,2020,17,13.43,6.22,66.7
Alabama,2020,18,15.8,8.5,64.3
Alabama,2020,19,11.98,4.32,62.5
Alabama,2020,20,16.13,10.98,73.3
Alabama,2020,21,18.7,15.45,82.4
Alabama,2020,22,21.93,16.75,74.4
Alabama,2020,23,24.56,15.58,59.9
Alabama,2020,24,24.78,13.22,52.6
Alabama,2020,25,24.0,13.36,54.5
Alabama,2020,26,24.1,17.66,70.1
Alabama,2020,27,26.72,20.23,70.9
Alabama,2020,28,26.87,19.88,67.8
Alabama,2020,29,26.88,19.21,65.3
Alabama,2020,30,27.08,20.95,71.4
Alabama,2020,31,25.28,20.72,78.4
Alabama,2020,32,22.34,16.68,72.0
Alabama,2020,33,25.07,21.51,81.6
Alabama,2020,34,22.55,17.64,75.6
Alabama,2020,35,25.19,20.89,78.7
Alabama,2020,36,22.91,18.21,76.8
Alabama,2020,37,23.96,19.15,76.0
Alabama,2020,38,18.45,11.17,65.0
Alabama,2020,39,18.09,12.71,72.7
Alabama,2020,40,14.06,7.91,69.3
Alabama,2020,41,17.42,10.54,66.8
Alabama,2020,42,13.77,6.08,64.1
Alabama,2020,43,15.39,12.44,83.6
Alabama,2020,44,9.8,6.2,80.6
Alabama,2020,45,12.05,3.88,59.4
Alabama,2020,46,12.66,6.63,68.1
Alabama,2020,47,9.39,0.79,59.1
Alabama,2020,48,8.19,3.75,74.8
Alabama,2020,49,2.11,-2.24,74.2
Alabama,2020,50,6.63,1.49,70.8
Alabama,2020,51,1.7,-1.9,77.8
Alabama,2020,52,1.57,-4.88,63.7
Alabama,2020,53,3.65,0.04,78.2
Alabama,2021,1,1.09,-2.78,75.9
Alabama,2021,2,1.38,-2.55,76.2
Alabama,2021,3,1.82,-4.8,63.7
Alabama,2021,4,1.12,-2.26,79.5
Alabama,2021,5,-0.31,-5.78,68.0
Alabama,2021,6,-3.56,-7.7,74.1
Alabama,2021,7,-6.4,-10.71,73.1
Alabama,2021,8,7.95,2.2,69.1
Alabama,2021,9,5.77,-3.59,54.4
Alabama,2021,10,12.29,1.63,51.0
Alabama,2021,11,9.75,2.76,66.8
Alabama,2021,12,14.55,8.01,67.1
Alabama,2021,13,8.91,-2.56,47.6
Alabama,2021,14,17.75,9.25,60.4
Alabama,2021,15,12.04,4.23,61.4
Alabama,2021,16,9.86,3.06,66.1
Alabama,2021,17,18.09,9.91,62.9
Alabama,2021,18,14.85,9.31,72.1
Alabama,2021,19,13.82,4.6,56.8
Alabama,2021,20,22.69,14.34,62.1
Alabama,2021,21,20.55,14.07,70.0
Alabama,2021,22,20.38,15.67,76.6
Alabama,2021,23,24.74,21.39,82.8
Alabama,2021,24,24.96,16.81,62.5
Alabama,2021,25,23.63,16.65,66.5
Alabama,2021,26,24.64,18.8,71.8
Alabama,2021,27,24.89,20.6,78.4
Alabama,2021,28,24.71,20.95,80.5
Alabama,2021,29,25.05,19.2,71.4
Alabama,2021,30,25.96,19.7,70.8
Alabama,2021,31,23.57,15.58,63.3
Alabama,2021,32,26.05,21.38,76.4
Alabama,2021,33,25.19,20.84,78.9
Alabama,2021,34,27.8,21.19,69.5
Alabama,2021,35,22.59,17.54,75.5
Alabama,2021,36,21.53,14.55,67.1
Alabama,2021,37,23.97,19.79,78.8
Alabama,2021,38,17.6,12.84,76.7
Alabama,2021,39,21.92,16.07,71.4
Alabama,2021,40,21.11,17.49,81.4
Alabama,2021,41,19.25,14.24,75.0
Alabama,2021,42,14.3,9.19,73.9
Alabama,2021,43,12.24,8.69,80.2
Alabama,2021,44,6.36,-0.66,63.7
Alabama,2021,45,9.24,3.58,69.5
Alabama,2021,46,7.23,1.44,68.4
Alabama,2021,47,3.51,-3.51,62.5
Alabama,2021,48,8.23,1.71,65.8
Alabama,2021,49,6.09,0.77,70.4
Alabama,2021,50,8.37,2.81,70.4
Alabama,2021,51,6.87,1.02,68.0
Alabama,2021,52,11.24,8.97,86.5
Alabama,2022,1,-1.71,-7.0,68.2
Alabama,2022,2,0.55,-5.8,64.1
Alabama,2022,3,-1.75,-7.57,65.4
Alabama,2022,4,-3.13,-10.11,60.2
Alabama,2022,5,0.16,-5.27,69.5
Alabama,2022,6,2.03,-5.53,58.5
Alabama,2022,7,3.76,-4.51,57.2
Alabama,2022,8,4.17,-0.53,74.0
Alabama,2022,9,11.56,2.05,55.1
Alabama,2022,10,4.18,-2.56,63.6
Alabama,2022,11,12.53,4.1,60.8
Alabama,2022,12,9.51,1.53,60.3
Alabama,2022,13,7.77,-0.34,59.8
Alabama,2022,14,8.69,3.36,71.9
Alabama,2022,15,14.25,7.27,66.5
Alabama,2022,16,15.03,7.32,62.9
Alabama,2022,17,16.43,8.21,60.4
Alabama,2022,18,16.44,11.73,75.3
Alabama,2022,19,23.18,15.4,63.9
Alabama,2022,20,22.27,15.21,67.5
Alabama,2022,21,18.81,14.14,75.8
Alabama,2022,22,24.09,15.15,60.8
Alabama,2022,23,22.76,16.98,71.7
Alabama,2022,24,27.98,18.88,60.3
Alabama,2022,25,26.59,15.25,53.1
Alabama,2022,26,25.25,14.78,55.4
Alabama,2022,27,26.78,21.51,75.5
Alabama,2022,28,26.07,19.07,67.5
Alabama,2022,29,27.49,21.52,72.0
Alabama,2022,30,24.65,20.63,79.8
Alabama,2022,31,26.0,22.01,79.6
Alabama,2022,32,24.63,19.29,74.1
Alabama,2022,33,23.73,17.88,71.8
Alabama,2022,34,24.71,17.77,68.0
Alabama,2022,35,24.51,18.38,71.2
Alabama,2022,36,22.89,18.61,78.8
Alabama,2022,37,20.96,14.79,70.3
Alabama,2022,38,22.26,14.66,64.6
Alabama,2022,39,14.79,5.91,58.4
Alabama,2022,40,13.99,4.14,56.2
Alabama,2022,41,14.91,4.04,52.5
Alabama,2022,42,10.91,-0.32,48.6
Alabama,2022,43,13.5,6.39,65.8
Alabama,2022,44,15.86,10.99,75.5
Alabama,2022,45,10.86,1.97,57.7
Alabama,2022,46,0.47,-6.69,61.5
Alabama,2022,47,6.64,-1.99,58.8
Alabama,2022,48,5.58,-0.11,68.4
Alabama,2022,49,7.84,6.29,90.3
Alabama,2022,50,4.36,-0.62,71.0
Alabama,2022,51,-4.72,-10.71,64.2
Alabama,2022,52,5.46,1.51,77.0
Alabama,2023,1,8.46,4.32,76.3
Alabama,2023,2,4.54,0.65,77.2
Alabama,2023,3,6.02,1.81,75.5
Alabama,2023,4,3.83,-0.89,73.4
Alabama,2023,5,-0.28,-6.44,65.6
Alabama,2023,6,7.31,1.19,68.4
Alabama,2023,7,8.09,0.97,63.4
Alabama,2023,8,10.28,3.2,64.0
Alabama,2023,9,11.69,5.42,68.2
Alabama,2023,10,7.94,0.24,61.2
Alabama,2023,11,2.96,-5.1,58.3
Alabama,2023,12,10.17,4.4,71.3
Alabama,2023,13,10.33,2.93,63.4
Alabama,2023,14,14.25,5.18,57.1
Alabama,2023,15,17.39,6.89,54.5
Alabama,2023,16,13.73,3.92,56.2
Alabama,2023,17,11.73,4.87,65.8
Alabama,2023,18,14.9,6.24,58.4
Alabama,2023,19,21.0,15.37,72.6
Alabama,2023,20,19.2,12.32,67.2
Alabama,2023,21,20.0,8.99,51.8
Alabama,2023,22,24.6,14.21,55.9
Alabama,2023,23,21.33,11.15,56.9
Alabama,2023,24,21.03,12.76,61.7
Alabama,2023,25,22.71,17.73,75.3
Alabama,2023,26,23.83,19.15,76.5
Alabama,2023,27,25.56,20.02,73.6
Alabama,2023,28,25.87,18.76,67.4
Alabama,2023,29,24.07,19.52,77.3
Alabama,2023,30,27.14,21.67,73.4
Alabama,2023,31,24.23,18.58,73.0
Alabama,2023,32,24.04,20.47,81.5
Alabama,2023,33,22.52,17.77,76.1
Alabama,2023,34,27.65,23.35,78.5
Alabama,2023,35,22.78,16.13,68.3
Alabama,2023,36,23.03,18.47,76.9
Alabama,2023,37,19.74,12.42,66.1
Alabama,2023,38,20.38,11.81,61.3
Alabama,2023,39,21.56,15.23,70.2
Alabama,2023,40,18.52,10.93,64.8
Alabama,2023,41,14.92,8.03,66.3
Alabama,2023,42,12.87,7.48,71.9
Alabama,2023,43,17.05,11.14,70.8
Alabama,2023,44,7.54,-0.35,60.9
Alabama,2023,45,14.26,5.92,59.4
Alabama,2023,46,10.4,2.65,62.2
Alabama,2023,47,6.48,1.87,73.8
Alabama,2023,48,4.98,-0.34,70.5
Alabama,2023,49,7.08,2.42,74.0
Alabama,2023,50,4.93,-2.07,63.2
Alabama,2023,51,5.18,-1.44,64.0
Alabama,2023,52,5.57,2.66,82.4
Alabama,2024,1,1.69,-2.05,77.1
Alabama,2024,2,1.37,-2.64,75.6
Alabama,2024,3,-9.2,-16.05,58.5
Alabama,2024,4,6.7,4.17,86.2
Alabama,2024,5,4.43,0.8,79.3
Alabama,2024,6,8.56,2.27,67.3
Alabama,2024,7,3.26,-3.52,63.1
Alabama,2024,8,6.81,-0.59,63.0
Alabama,2024,9,8.76,2.95,70.0
Alabama,2024,10,12.24,9.11,82.8
Alabama,2024,11,11.86,3.61,60.6
Alabama,2024,12,5.59,-4.61,50.6
Alabama,2024,13,12.79,3.45,56.9
Alabama,2024,14,10.71,5.7,73.3
Alabama,2024,15,15.66,10.01,72.7
Alabama,2024,16,17.56,9.44,61.5
Alabama,2024,17,15.19,7.54,62.6
Alabama,2024,18,20.92,16.16,76.6
Alabama,2024,19,19.07,14.14,76.0
Alabama,2024,20,19.87,15.9,80.2
Alabama,2024,21,22.4,18.17,79.1
Alabama,2024,22,19.29,13.69,72.8
Alabama,2024,23,22.19,16.6,73.5
Alabama,2024,24,22.06,13.08,60.4
Alabama,2024,25,27.83,20.38,66.8
Alabama,2024,26,25.63,19.34,70.7
Alabama,2024,27,24.41,18.49,72.6
Alabama,2024,28,25.42,20.77,77.4
Alabama,2024,29,24.42,18.32,70.4
Alabama,2024,30,24.4,19.24,74.9
Alabama,2024,31,25.1,22.08,84.8
Alabama,2024,32,24.15,18.69,73.9
Alabama,2024,33,23.81,18.23,73.6
Alabama,2024,34,21.42,14.43,67.9
Alabama,2024,35,27.42,18.66,63.4
Alabama,2024,36,21.31,11.68,57.5
Alabama,2024,37,21.22,11.76,60.8
Alabama,2024,38,23.78,16.6,67.4
Alabama,2024,39,20.17,18.24,89.5
Alabama,2024,40,19.65,14.32,74.4
Alabama,2024,41,16.98,8.54,62.1
Alabama,2024,42,10.61,3.12,64.0
Alabama,2024,43,15.0,5.86,57.8
Alabama,2024,44,15.58,9.2,68.0
Alabama,2024,45,16.59,11.87,75.1
Alabama,2024,46,10.68,7.1,79.6
Alabama,2024,47,8.95,4.87,77.3
Alabama,2024,48,3.91,-0.87,72.4
Alabama,2024,49,-0.96,-7.93,61.1
Alabama,2024,50,4.52,0.56,76.8
Alabama,2024,51,4.44,0.74,78.1
Alabama,2024,52,9.21,5.18,76.9
Alabama,2025,1,2.27,-2.61,71.3
Alabama,2025,2,-4.24,-7.04,81.4
Alabama,2025,3,-2.33,-7.38,69.4
Alabama,2025,4,-6.63,-14.58,54.5
Alabama,2025,5,5.01,-1.52,65.1
Alabama,2025,6,6.84,2.0,72.7
Alabama,2025,7,0.79,-3.05,77.5
Alabama,2025,8,-6.56,-11.42,69.4
Alabama,2025,9,7.82,-1.45,54.3
Alabama,2025,10,6.78,-2.35,56.2
Alabama,2025,11,15.17,5.22,56.3
Alabama,2025,12,9.48,0.14,55.4
Alabama,2025,13,13.81,5.65,61.3
Alabama,2025,14,12.9,9.6,81.8
Alabama,2025,15,8.6,0.8,61.4
Alabama,2025,16,17.24,7.36,54.0
Alabama,2025,17,17.8,11.18,68.1
Alabama,2025,18,18.5,14.37,78.8
Alabama,2025,19,15.51,9.22,69.9
Alabama,2025,20,21.28,15.73,72.7
Alabama,2025,21,17.5,11.12,68.2
Alabama,2025,22,18.21,12.13,70.1
Alabama,2025,23,22.7,17.18,73.2
Alabama,2025,24,22.58,17.98,77.0
Alabama,2025,25,25.34,21.02,78.4
Alabama,2025,26,27.99,22.36,72.9
Alabama,2025,27,26.99,20.24,69.3
Alabama,2025,28,26.28,21.43,76.5
Alabama,2025,29,25.7,23.09,86.2
Alabama,2025,30,27.53,23.08,77.8
Alabama,2025,31,25.09,19.68,73.4
Alabama,2025,32,25.34,20.38,76.0
Alabama,2025,33,27.01,21.68,74.6
Alabama,2025,34,24.14,19.21,75.7
Alabama,2025,35,19.31,10.85,61.5
Alabama,2025,36,19.79,12.24,65.1
Alabama,2025,37,20.9,13.21,65.1
Alabama,2025,38,23.93,14.66,60.3
Alabama,2025,39,21.06,16.84,79.8
Alabama,2025,40,22.04,14.71,66.5
Alabama,2025,41,16.78,11.53,74.0
Alabama,2025,42,17.57,11.54,69.8
Alabama,2025,43,11.29,2.92,59.1
Alabama,2025,44,9.42,6.42,83.1
Alabama,2025,45,10.44,5.16,72.7
Alabama,2025,46,8.43,0.31,59.2
Alabama,2025,47,9.3,5.9,82.4
Alabama,2025,48,4.27,-0.48,72.9
Alabama,2025,49,-1.04,-4.18,79.7
Alabama,2025,50,-0.99,-4.89,75.9
Alabama,2025,51,2.46,-6.0,56.7
