region,year,week_number,temperature_mean_c,dewpoint_mean_c,relative_humidity_mean
Ohio,2018,1,-13.38,-18.02,69.7
Ohio,2018,2,1.36,-1.41,82.6
Ohio,2018,3,-4.86,-9.08,73.1
Ohio,2018,4,5.54,0.85,73.6
Ohio,2018,5,-1.21,-7.35,64.6
Ohio,2018,6,-0.96,-4.51,77.7
Ohio,2018,7,4.96,1.87,80.8
Ohio,2018,8,12.5,8.8,79.4
Ohio,2018,9,6.09,-0.46,65.6
Ohio,2018,10,1.56,-5.55,61.3
Ohio,2018,11,1.59,-5.91,59.2
Ohio,2018,12,2.99,-4.72,60.3
Ohio,2018,13,9.12,3.92,73.0
Ohio,2018,14,4.97,-0.95,67.4
Ohio,2018,15,12.09,4.07,61.7
Ohio,2018,16,6.95,-1.3,59.3
Ohio,2018,17,12.19,5.5,67.1
Ohio,2018,18,18.56,9.93,60.3
Ohio,2018,19,20.69,13.75,66.9
Ohio,2018,20,22.24,18.53,80.4
Ohio,2018,21,22.41,17.19,74.4
Ohio,2018,22,24.52,19.81,76.5
Ohio,2018,23,20.72,14.02,67.4
Ohio,2018,24,23.62,18.16,74.0
Ohio,2018,25,24.68,20.79,80.3
Ohio,2018,26,24.57,19.48,74.8
Ohio,2018,27,24.97,19.44,73.2
Ohio,2018,28,25.57,17.64,63.8
Ohio,2018,29,23.46,18.08,74.3
Ohio,2018,30,23.03,17.79,74.3
Ohio,2018,31,23.84,19.44,78.0
Ohio,2018,32,24.66,20.12,77.5
Ohio,2018,33,23.34,19.25,79.7
Ohio,2018,34,22.37,17.48,75.5
Ohio,2018,35,25.47,21.54,80.3
Ohio,2018,36,23.75,20.39,83.2
Ohio,2018,37,21.75,18.33,81.9
Ohio,2018,38,22.36,18.51,80.1
Ohio,2018,39,17.73,14.48,82.3
Ohio,2018,40,22.25,19.16,83.5
Ohio,2018,41,16.41,11.99,75.9
Ohio,2018,42,8.68,2.87,68.9
Ohio,2018,43,7.74,2.92,73.9
Ohio,2018,44,10.59,6.34,76.5
Ohio,2018,45,6.09,0.9,70.6
Ohio,2018,46,2.27,-1.56,76.6
Ohio,2018,47,4.77,1.04,77.5
Ohio,2018,48,3.45,0.31,80.7
Ohio,2018,49,0.03,-4.34,73.2
Ohio,2018,50,3.75,-0.01,77.5
Ohio,2018,51,2.85,-0.47,79.5
Ohio,2018,52,3.28,-0.54,76.5
Ohio,2019,1,5.31,1.86,78.9
Ohio,2019,2,1.73,-3.65,68.8
Ohio,2019,3,-1.52,-3.63,85.7
Ohio,2019,4,-3.17,-9.27,64.1
Ohio,2019,5,-5.96,-11.64,65.5
Ohio,2019,6,4.8,1.52,79.8
Ohio,2019,7,2.61,-2.44,71.6
Ohio,2019,8,3.5,-0.69,75.0
Ohio,2019,9,1.3,-5.3,63.1
Ohio,2019,10,-1.72,-6.55,70.3
Ohio,2019,11,7.08,-0.84,58.6
Ohio,2019,12,5.48,-2.84,58.7
Ohio,2019,13,8.45,0.63,60.9
Ohio,2019,14,9.62,1.84,60.6
Ohio,2019,15,16.1,7.81,60.5
Ohio,2019,16,13.03,6.9,68.6
Ohio,2019,17,13.73,7.61,68.6
Ohio,2019,18,16.75,12.81,79.0
Ohio,2019,19,16.87,10.85,69.3
Ohio,2019,20,17.88,11.56,68.7
Ohio,2019,21,20.8,15.24,71.6
Ohio,2019,22,21.9,17.41,76.9
Ohio,2019,23,20.89,14.6,68.4
Ohio,2019,24,19.36,13.06,69.0
Ohio,2019,25,21.79,17.41,77.6
Ohio,2019,26,25.42,19.57,71.5
Ohio,2019,27,25.75,21.15,76.9
Ohio,2019,28,25.43,19.06,69.3
Ohio,2019,29,26.91,22.36,77.2
Ohio,2019,30,22.35,16.42,71.5
Ohio,2019,31,24.18,18.32,71.5
Ohio,2019,32,23.39,16.67,68.3
Ohio,2019,33,24.85,18.27,68.8
Ohio,2019,34,23.48,16.51,67.1
Ohio,2019,35,21.81,15.69,70.2
Ohio,2019,36,21.34,15.59,71.5
Ohio,2019,37,24.64,16.85,64.7
Ohio,2019,38,23.92,14.99,59.9
Ohio,2019,39,21.91,12.3,57.8
Ohio,2019,40,23.06,14.75,61.8
Ohio,2019,41,14.75,8.49,69.1
Ohio,2019,42,11.85,4.12,61.7
Ohio,2019,43,14.03,7.8,68.6
Ohio,2019,44,9.03,4.57,75.1
Ohio,2019,45,4.97,-1.93,62.9
Ohio,2019,46,-0.05,-4.91,71.2
Ohio,2019,47,5.27,1.0,74.8
Ohio,2019,48,6.58,1.5,71.2
Ohio,2019,49,2.74,-2.05,71.6
Ohio,2019,50,3.06,-1.5,72.6
Ohio,2019,51,-0.74,-4.93,74.2
Ohio,2019,52,8.15,5.2,82.3
Ohio,2020,1,5.87,1.49,74.4
Ohio,2020,2,6.51,-0.03,64.1
Ohio,2020,3,2.6,-1.47,75.1
Ohio,2020,4,-0.76,-5.27,72.8
Ohio,2020,5,1.89,-2.24,75.0
Ohio,2020,6,3.71,-0.39,76.8
Ohio,2020,7,0.95,-3.55,73.5
Ohio,2020,8,1.36,-5.82,60.8
Ohio,2020,9,1.63,-3.17,72.3
Ohio,2020,10,6.94,-0.2,63.0
Ohio,2020,11,9.49,2.92,66.6
Ohio,2020,12,8.32,4.03,74.9
Ohio,2020,13,12.59,7.93,74.7
Ohio,2020,14,10.18,2.26,60.5
Ohio,2020,15,12.11,4.44,61.2
Ohio,2020,16,6.58,-0.72,61.5
Ohio,2020,17,11.24,4.1,65.0
Ohio,2020,18,14.34,8.03,68.0
Ohio,2020,19,9.85,0.97,56.1
Ohio,2020,20,14.86,8.58,67.7
Ohio,2020,21,17.64,14.31,81.8
Ohio,2020,22,21.86,16.1,71.6
Ohio,2020,23,22.64,14.59,62.7
Ohio,2020,24,21.7,13.89,62.6
Ohio,2020,25,21.8,15.46,69.5
Ohio,2020,26,23.11,17.61,72.6
Ohio,2020,27,26.2,18.76,66.1
Ohio,2020,28,26.31,19.86,69.5
Ohio,2020,29,26.09,18.24,63.9
Ohio,2020,30,26.24,20.08,71.1
Ohio,2020,31,25.06,19.51,73.3
Ohio,2020,32,21.96,16.06,70.6
Ohio,2020,33,24.14,19.63,77.2
Ohio,2020,34,21.81,16.36,73.1
Ohio,2020,35,24.51,20.45,79.4
Ohio,2020,36,22.14,17.05,74.4
Ohio,2020,37,23.08,18.69,77.4
Ohio,2020,38,15.99,9.73,68.6
Ohio,2020,39,17.16,11.66,72.3
Ohio,2020,40,13.33,8.44,74.1
Ohio,2020,41,15.3,9.4,70.6
Ohio,2020,42,13.06,6.17,65.3
Ohio,2020,43,14.57,11.45,82.6
Ohio,2020,44,9.04,5.03,77.3
Ohio,2020,45,10.58,2.3,58.9
Ohio,2020,46,11.52,6.09,70.7
Ohio,2020,47,7.98,-0.46,58.3
Ohio,2020,48,6.73,2.81,76.9
Ohio,2020,49,1.7,-1.79,78.4
Ohio,2020,50,4.98,-0.02,70.9
Ohio,2020,51,0.48,-2.69,80.3
Ohio,2020,52,-0.21,-4.72,73.5
Ohio,2020,53,3.64,-0.65,74.7
Ohio,2021,1,0.56,-2.91,77.9
Ohio,2021,2,0.93,-2.9,76.2
Ohio,2021,3,-0.4,-6.4,65.0
Ohio,2021,4,-0.99,-4.94,75.6
Ohio,2021,5,-2.76,-7.62,70.7
Ohio,2021,6,-4.13,-8.74,71.1
Ohio,2021,7,-5.88,-9.94,74.1
Ohio,2021,8,6.05,0.63,69.7
Ohio,2021,9,2.72,-5.1,58.5
Ohio,2021,10,10.03,-0.72,49.8
Ohio,2021,11,7.56,-0.42,60.7
Ohio,2021,12,14.34,6.1,60.5
Ohio,2021,13,7.46,-3.11,49.8
Ohio,2021,14,17.44,8.88,60.0
Ohio,2021,15,10.64,3.73,64.2
Ohio,2021,16,8.57,1.38,63.3
Ohio,2021,17,16.66,7.93,59.5
Ohio,2021,18,13.32,8.07,72.5
Ohio,2021,19,12.55,2.5,54.1
Ohio,2021,20,20.92,13.88,66.7
Ohio,2021,21,19.55,13.92,71.9
Ohio,2021,22,19.84,14.53,73.9
Ohio,2021,23,24.11,20.56,81.5
Ohio,2021,24,22.36,14.78,64.6
Ohio,2021,25,22.61,15.51,65.5
Ohio,2021,26,23.8,18.35,73.3
Ohio,2021,27,24.46,19.49,75.2
Ohio,2021,28,24.17,19.97,78.5
Ohio,2021,29,23.25,16.88,69.0
Ohio,2021,30,24.42,17.43,67.1
Ohio,2021,31,22.89,14.56,61.8
Ohio,2021,32,25.63,19.87,72.0
Ohio,2021,33,24.18,20.07,79.4
Ohio,2021,34,26.24,21.04,74.9
Ohio,2021,35,21.74,16.41,73.7
Ohio,2021,36,20.9,13.01,62.9
Ohio,2021,37,23.71,18.1,73.1
Ohio,2021,38,17.54,12.22,73.2
Ohio,2021,39,18.87,11.94,66.9
Ohio,2021,40,20.77,17.44,82.3
Ohio,2021,41,19.33,13.54,70.9
Ohio,2021,42,13.11,7.46,71.0
Ohio,2021,43,12.3,8.86,80.5
Ohio,2021,44,5.41,-1.93,61.7
Ohio,2021,45,9.23,3.39,69.4
Ohio,2021,46,6.33,0.27,66.3
Ohio,2021,47,2.91,-3.45,64.7
Ohio,2021,48,5.66,-0.56,65.7
Ohio,2021,49,4.6,-0.76,69.1
Ohio,2021,50,6.88,0.69,67.1
Ohio,2021,51,5.47,-0.47,67.3
Ohio,2021,52,9.12,6.63,84.7
Ohio,2022,1,-2.0,-7.54,66.9
Ohio,2022,2,-1.41,-7.84,62.6
Ohio,2022,3,-2.77,-8.12,67.7
Ohio,2022,4,-5.4,-11.14,65.1
Ohio,2022,5,-1.59,-6.46,71.7
Ohio,2022,6,1.35,-5.06,63.5
Ohio,2022,7,1.41,-6.04,59.7
Ohio,2022,8,3.85,-1.72,69.1
Ohio,2022,9,8.41,-0.91,54.3
Ohio,2022,10,3.35,-2.29,67.6
Ohio,2022,11,11.69,3.64,61.0
Ohio,2022,12,8.82,1.73,62.6
Ohio,2022,13,6.22,-3.26,53.7
Ohio,2022,14,7.66,3.11,74.3
Ohio,2022,15,13.51,5.32,61.3
Ohio,2022,16,12.75,4.9,61.9
Ohio,2022,17,13.53,5.21,59.0
Ohio,2022,18,15.0,10.25,75.0
Ohio,2022,19,20.31,11.74,60.4
Ohio,2022,20,20.58,14.35,69.5
Ohio,2022,21,18.6,13.97,75.5
Ohio,2022,22,22.91,14.42,62.2
Ohio,2022,23,21.06,15.51,72.1
Ohio,2022,24,25.91,18.15,64.6
Ohio,2022,25,24.62,14.91,57.1
Ohio,2022,26,24.96,11.83,47.2
Ohio,2022,27,24.95,18.19,69.0
Ohio,2022,28,24.74,17.33,65.7
Ohio,2022,29,26.02,20.58,73.6
Ohio,2022,30,24.11,18.6,72.9
Ohio,2022,31,25.26,21.04,78.9
Ohio,2022,32,23.13,18.28,75.5
Ohio,2022,33,22.05,16.99,75.3
Ohio,2022,34,22.74,17.11,72.8
Ohio,2022,35,23.07,18.45,77.2
Ohio,2022,36,21.72,17.55,78.4
Ohio,2022,37,20.22,14.51,72.1
Ohio,2022,38,19.65,12.65,66.0
Ohio,2022,39,13.68,6.42,63.8
Ohio,2022,40,12.05,3.33,59.5
Ohio,2022,41,13.55,2.98,53.6
Ohio,2022,42,9.94,-0.55,51.4
Ohio,2022,43,12.87,4.77,61.2
Ohio,2022,44,16.44,10.8,72.0
Ohio,2022,45,10.82,0.75,56.9
Ohio,2022,46,0.16,-6.09,64.4
Ohio,2022,47,5.6,-3.48,55.2
Ohio,2022,48,5.08,-1.11,66.1
Ohio,2022,49,7.22,3.91,80.6
Ohio,2022,50,3.5,-1.74,69.0
Ohio,2022,51,-6.36,-10.61,72.7
Ohio,2022,52,4.13,-0.0,75.7
Ohio,2023,1,7.41,3.79,78.4
Ohio,2023,2,1.81,-1.66,78.2
Ohio,2023,3,4.3,-0.23,73.5
Ohio,2023,4,2.92,-1.61,73.6
Ohio,2023,5,-1.26,-7.62,63.8
Ohio,2023,6,5.91,-0.23,66.7
Ohio,2023,7,7.18,-0.62,60.3
Ohio,2023,8,8.24,0.83,61.6
Ohio,2023,9,9.0,3.34,69.8
Ohio,2023,10,4.95,-1.98,63.0
Ohio,2023,11,1.79,-5.28,62.0
Ohio,2023,12,8.55,1.7,65.8
Ohio,2023,13,8.28,1.5,64.7
Ohio,2023,14,12.05,3.7,58.8
Ohio,2023,15,16.69,6.35,54.0
Ohio,2023,16,12.24,3.63,58.1
Ohio,2023,17,10.67,3.63,63.9
Ohio,2023,18,11.7,5.69,68.9
Ohio,2023,19,18.93,12.49,69.0
Ohio,2023,20,16.87,9.48,64.0
Ohio,2023,21,18.06,8.38,55.4
Ohio,2023,22,23.08,13.34,56.9
Ohio,2023,23,19.09,7.66,50.4
Ohio,2023,24,18.46,12.75,71.6
Ohio,2023,25,21.52,16.68,75.2
Ohio,2023,26,22.93,18.14,75.8
Ohio,2023,27,24.29,19.71,77.0
Ohio,2023,28,24.38,17.83,69.3
Ohio,2023,29,23.27,18.03,74.3
Ohio,2023,30,25.28,20.12,74.7
Ohio,2023,31,23.39,16.91,68.9
Ohio,2023,32,23.43,18.33,74.7
Ohio,2023,33,21.68,16.15,73.0
Ohio,2023,34,25.78,19.51,69.6
Ohio,2023,35,22.07,14.08,63.1
Ohio,2023,36,24.35,17.64,68.2
Ohio,2023,37,18.66,11.08,65.1
Ohio,2023,38,18.89,10.22,60.5
Ohio,2023,39,19.34,15.55,80.2
Ohio,2023,40,17.71,11.33,68.5
Ohio,2023,41,13.41,6.34,64.9
Ohio,2023,42,11.66,7.32,75.7
Ohio,2023,43,15.61,9.95,71.5
Ohio,2023,44,7.17,-0.88,59.7
Ohio,2023,45,11.7,4.04,61.4
Ohio,2023,46,8.4,0.27,60.4
Ohio,2023,47,4.82,0.62,75.4
Ohio,2023,48,4.57,-0.83,69.4
Ohio,2023,49,6.56,1.54,72.3
Ohio,2023,50,3.08,-3.34,65.1
Ohio,2023,51,3.76,-1.18,71.4
Ohio,2023,52,7.03,3.75,80.0
Ohio,2024,1,0.61,-2.98,77.5
Ohio,2024,2,1.42,-2.7,74.5
Ohio,2024,3,-8.08,-14.76,60.1
Ohio,2024,4,6.26,3.43,83.8
Ohio,2024,5,3.25,0.18,81.3
Ohio,2024,6,7.08,0.47,65.3
Ohio,2024,7,0.67,-4.92,67.8
Ohio,2024,8,4.19,-1.83,67.9
Ohio,2024,9,7.77,2.12,69.3
Ohio,2024,10,10.7,7.45,81.5
Ohio,2024,11,10.27,2.05,59.5
Ohio,2024,12,2.89,-5.98,54.7
Ohio,2024,13,10.17,2.49,63.7
Ohio,2024,14,9.0,4.74,76.4
Ohio,2024,15,14.87,9.07,71.1
Ohio,2024,16,16.24,7.6,57.8
Ohio,2024,17,13.6,5.55,60.6
Ohio,2024,18,20.41,15.01,73.6
Ohio,2024,19,17.54,12.92,76.8
Ohio,2024,20,19.2,14.45,76.9
Ohio,2024,21,22.81,17.1,72.1
Ohio,2024,22,17.8,11.69,70.5
Ohio,2024,23,21.79,15.53,70.1
Ohio,2024,24,20.41,11.93,61.3
Ohio,2024,25,27.54,20.47,67.3
Ohio,2024,26,24.51,17.9,68.6
Ohio,2024,27,23.65,17.46,71.0
Ohio,2024,28,24.85,18.87,71.2
Ohio,2024,29,24.14,16.8,65.6
Ohio,2024,30,23.7,15.87,64.9
Ohio,2024,31,25.31,20.95,78.3
Ohio,2024,32,24.48,17.92,69.5
Ohio,2024,33,23.04,15.07,64.4
Ohio,2024,34,20.28,10.67,58.7
Ohio,2024,35,27.45,17.92,60.3
Ohio,2024,36,19.34,8.12,53.6
Ohio,2024,37,20.97,9.31,52.6
Ohio,2024,38,23.17,12.28,54.8
Ohio,2024,39,20.72,18.4,87.3
Ohio,2024,40,18.61,13.59,75.7
Ohio,2024,41,14.42,5.9,59.6
Ohio,2024,42,9.66,2.64,65.9
Ohio,2024,43,13.33,4.78,60.4
Ohio,2024,44,13.82,6.79,65.1
Ohio,2024,45,15.51,8.36,65.8
Ohio,2024,46,9.54,5.24,76.3
Ohio,2024,47,7.96,5.77,86.3
Ohio,2024,48,2.96,-1.71,72.4
Ohio,2024,49,-1.42,-7.88,62.8
Ohio,2024,50,3.02,-0.81,76.8
Ohio,2024,51,2.98,-0.35,79.5
Ohio,2024,52,7.32,3.46,77.2
Ohio,2025,1,0.75,-3.94,71.2
Ohio,2025,2,-6.29,-9.04,81.1
Ohio,2025,3,-3.61,-7.68,73.6
Ohio,2025,4,-7.79,-14.55,58.9
Ohio,2025,5,2.94,-3.43,64.6
Ohio,2025,6,3.22,-1.38,72.8
Ohio,2025,7,0.37,-3.7,75.5
Ohio,2025,8,-5.69,-11.62,63.6
Ohio,2025,9,5.91,-1.48,61.1
Ohio,2025,10,5.02,-3.3,57.7
Ohio,2025,11,13.9,4.03,54.4
Ohio,2025,12,8.46,-0.69,55.4
Ohio,2025,13,12.02,3.25,57.4
Ohio,2025,14,12.57,8.29,76.5
Ohio,2025,15,5.66,-1.33,62.6
Ohio,2025,16,15.37,5.27,53.1
Ohio,2025,17,17.05,9.66,64.2
Ohio,2025,18,17.6,12.34,73.9
Ohio,2025,19,14.64,8.44,69.5
Ohio,2025,20,20.38,15.03,73.0
Ohio,2025,21,14.55,8.38,68.1
Ohio,2025,22,15.71,9.87,70.9
Ohio,2025,23,21.62,15.35,69.9
Ohio,2025,24,22.14,17.14,75.4
Ohio,2025,25,24.32,19.73,76.9
Ohio,2025,26,26.84,22.31,77.6
Ohio,2025,27,25.2,19.78,74.0
Ohio,2025,28,25.62,21.15,77.4
Ohio,2025,29,24.96,21.77,83.2
Ohio,2025,30,25.31,20.39,75.7
Ohio,2025,31,23.34,18.43,75.3
Ohio,2025,32,23.42,17.78,72.2
Ohio,2025,33,25.78,20.72,75.4
Ohio,2025,34,23.26,18.31,75.0
Ohio,2025,35,17.11,9.41,63.2
Ohio,2025,36,18.29,10.64,63.8
Ohio,2025,37,18.48,9.56,60.0
Ohio,2025,38,22.08,12.85,59.5
Ohio,2025,39,20.67,16.69,80.4
Ohio,2025,40,19.83,12.53,65.6
Ohio,2025,41,15.19,10.14,74.0
Ohio,2025,42,15.09,9.28,70.3
Ohio,2025,43,9.05,2.34,64.7
Ohio,2025,44,8.76,3.64,71.7
Ohio,2025,45,9.05,3.7,72.2
Ohio,2025,46,6.36,-0.09,65.6
Ohio,2025,47,6.05,2.63,80.7
Ohio,2025,48,3.46,-1.98,68.6
Ohio,2025,49,-2.16,-5.2,80.1
Ohio,2025,50,-2.0,-6.39,72.8
Ohio,2025,51,-0.53,-6.28,67.0
Ohio,2025,52,7.2,3.62,79.0
Ohio,2026,1,-2.41,-7.39,69.1
Ohio,2026,2,6.27,1.67,73.7
Ohio,2026,3,-0.09,-6.57,63.0
Okhlaoma,2002,1,-0.76,-6.13,68.3
Okhlaoma,2002,2,6.77,-0.88,60.0
Okhlaoma,2002,3,4.07,-4.03,59.1
Okhlaoma,2002,4,7.6,-1.35,55.9
Okhlaoma,2002,5,5.77,1.07,74.2
Okhlaoma,2002,6,4.33,-0.56,73.0
Okhlaoma,2002,7,6.09,-3.76,51.5
Okhlaoma,2002,8,11.5,2.48,56.5
Okhlaoma,2002,9,-1.08,-9.21,57.3
Okhlaoma,2002,10,8.23,-0.89,56.4
Okhlaoma,2002,11,11.2,2.97,59.4
Okhlaoma,2002,12,8.52,2.5,68.9
Okhlaoma,2002,13,10.98,4.84,68.2
Okhlaoma,2002,14,11.21,3.22,60.2
Okhlaoma,2002,15,16.79,13.0,80.3
Okhlaoma,2002,16,21.66,17.35,77.4
Okhlaoma,2002,17,17.33,9.61,65.0
Okhlaoma,2002,18,19.63,13.84,71.6
Okhlaoma,2002,19,21.95,16.5,72.5
Okhlaoma,2002,20,17.18,10.37,66.6
Okhlaoma,2002,21,19.35,13.88,72.3
Okhlaoma,2002,22,23.09,17.95,75.2
Okhlaoma,2002,23,24.04,19.26,76.3
Okhlaoma,2002,24,24.62,18.99,72.9
Okhlaoma,2002,25,25.56,18.3,66.4
Okhlaoma,2002,26,26.26,19.61,68.8
Okhlaoma,2002,27,25.04,20.78,79.4
Okhlaoma,2002,28,27.07,20.9,70.9
Okhlaoma,2002,29,27.09,21.1,71.7
Okhlaoma,2002,30,29.03,21.18,64.9
Okhlaoma,2002,31,28.09,21.54,69.8
Okhlaoma,2002,32,27.93,19.79,63.5
Okhlaoma,2002,33,26.17,20.2,71.6
Okhlaoma,2002,34,28.95,21.03,63.8
Okhlaoma,2002,35,25.68,18.43,66.5
Okhlaoma,2002,36,27.74,19.0,61.2
Okhlaoma,2002,37,24.24,18.81,74.1
Okhlaoma,2002,38,21.93,14.97,67.2
Okhlaoma,2002,39,20.66,12.18,61.0
Okhlaoma,2002,40,22.99,15.24,63.5
Okhlaoma,2002,41,14.99,9.86,74.2
Okhlaoma,2002,42,12.23,6.31,69.8
Okhlaoma,2002,43,10.48,8.31,87.2
Okhlaoma,2002,44,7.77,6.0,89.0
Okhlaoma,2002,45,12.15,4.59,62.3
Okhlaoma,2002,46,9.34,3.42,68.6
Okhlaoma,2002,47,11.34,2.53,56.3
Okhlaoma,2002,48,3.89,-4.42,56.5
Okhlaoma,2002,49,3.99,-0.27,76.4
Okhlaoma,2002,50,6.74,3.86,83.3
Okhlaoma,2002,51,8.75,0.58,59.0
Okhlaoma,2002,52,2.56,-1.65,75.8
Okhlaoma,2003,1,6.46,0.0,65.5
Okhlaoma,2003,2,4.36,-2.69,62.4
Okhlaoma,2003,3,1.46,-4.17,68.5
Okhlaoma,2003,4,0.06,-7.58,58.3
Okhlaoma,2003,5,6.73,1.33,71.4
Okhlaoma,2003,6,1.71,-3.46,70.8
Okhlaoma,2003,7,7.37,1.95,71.5
Okhlaoma,2003,8,5.54,2.01,79.4
Okhlaoma,2003,9,-2.17,-5.41,79.2
Okhlaoma,2003,10,5.51,-0.02,70.1
Okhlaoma,2003,11,12.78,6.95,69.7
Okhlaoma,2003,12,12.3,7.88,76.7
Okhlaoma,2003,13,11.35,2.77,58.8
Okhlaoma,2003,14,16.56,7.24,57.6
Okhlaoma,2003,15,11.84,2.26,55.0
Okhlaoma,2003,16,18.55,10.64,62.7
Okhlaoma,2003,17,16.42,9.09,65.6
Okhlaoma,2003,18,21.46,15.92,72.4
Okhlaoma,2003,19,22.96,14.3,62.1
Okhlaoma,2003,20,20.69,15.25,74.0
Okhlaoma,2003,21,19.48,14.96,76.5
Okhlaoma,2003,22,22.96,14.05,60.2
Okhlaoma,2003,23,20.72,15.73,75.6
Okhlaoma,2003,24,23.77,18.77,75.3
Okhlaoma,2003,25,24.87,18.35,69.2
Okhlaoma,2003,26,25.49,18.64,67.8
Okhlaoma,2003,27,27.47,20.01,66.4
Okhlaoma,2003,28,28.69,19.5,60.3
Okhlaoma,2003,29,30.89,18.83,51.1
Okhlaoma,2003,30,29.17,17.12,50.5
Okhlaoma,2003,31,29.59,17.64,51.7
Okhlaoma,2003,32,29.99,19.44,55.8
Okhlaoma,2003,33,26.52,18.26,63.6
Okhlaoma,2003,34,30.97,18.35,49.4
Okhlaoma,2003,35,27.94,20.17,65.8
Okhlaoma,2003,36,22.38,16.3,71.7
Okhlaoma,2003,37,21.88,15.86,70.7
Okhlaoma,2003,38,20.21,13.12,66.0
Okhlaoma,2003,39,21.84,14.05,64.0
Okhlaoma,2003,40,15.84,9.97,69.5
Okhlaoma,2003,41,19.69,15.01,76.0
Okhlaoma,2003,42,16.92,9.3,63.5
Okhlaoma,2003,43,19.06,9.1,55.0
Okhlaoma,2003,44,16.44,8.09,59.9
Okhlaoma,2003,45,10.85,7.34,79.4
Okhlaoma,2003,46,12.24,7.1,74.0
Okhlaoma,2003,47,13.31,5.91,64.3
Okhlaoma,2003,48,6.17,-4.78,47.4
Okhlaoma,2003,49,6.0,-1.01,62.8
Okhlaoma,2003,50,3.7,-0.79,74.5
Okhlaoma,2003,51,6.54,-2.9,53.0
Okhlaoma,2003,52,9.36,3.04,66.9
Okhlaoma,2004,1,10.46,3.06,63.1
Okhlaoma,2004,2,-0.21,-7.44,59.8
Okhlaoma,2004,3,9.1,4.96,77.7
Okhlaoma,2004,4,4.59,-0.45,71.3
Okhlaoma,2004,5,0.32,-4.24,73.1
Okhlaoma,2004,6,0.2,-4.59,72.0
Okhlaoma,2004,7,1.25,-3.78,70.8
Okhlaoma,2004,8,9.17,1.46,61.2
Okhlaoma,2004,9,7.6,2.29,71.3
Okhlaoma,2004,10,10.45,4.81,71.8
Okhlaoma,2004,11,11.21,1.65,55.4
Okhlaoma,2004,12,15.1,8.12,65.9
Okhlaoma,2004,13,16.78,10.39,68.2
Okhlaoma,2004,14,13.45,3.35,53.0
Okhlaoma,2004,15,13.17,7.64,71.5
Okhlaoma,2004,16,15.88,8.33,62.7
Okhlaoma,2004,17,18.48,14.66,80.1
Okhlaoma,2004,18,17.27,10.45,67.2
Okhlaoma,2004,19,20.73,12.99,63.4
Okhlaoma,2004,20,19.49,15.19,77.6
Okhlaoma,2004,21,25.27,18.53,67.8
Okhlaoma,2004,22,25.64,19.14,69.0
Okhlaoma,2004,23,22.81,14.44,63.4
Okhlaoma,2004,24,24.78,20.65,79.1
Okhlaoma,2004,25,25.35,20.43,75.6
Okhlaoma,2004,26,23.11,17.52,73.3
Okhlaoma,2004,27,25.44,20.94,77.5
Okhlaoma,2004,28,26.57,21.11,73.2
Okhlaoma,2004,29,28.03,19.87,63.1
Okhlaoma,2004,30,26.19,19.24,67.4
Okhlaoma,2004,31,22.94,18.13,76.4
Okhlaoma,2004,32,26.66,19.73,67.0
Okhlaoma,2004,33,22.55,16.77,71.7
Okhlaoma,2004,34,23.33,17.21,70.7
Okhlaoma,2004,35,27.53,20.6,67.7
Okhlaoma,2004,36,24.44,17.21,66.0
Okhlaoma,2004,37,22.68,12.65,56.3
Okhlaoma,2004,38,26.73,18.66,63.4
Okhlaoma,2004,39,23.29,14.21,59.1
Okhlaoma,2004,40,19.71,11.02,59.6
Okhlaoma,2004,41,19.42,14.81,76.8
Okhlaoma,2004,42,14.48,8.16,68.9
Okhlaoma,2004,43,19.48,13.74,72.3
Okhlaoma,2004,44,20.5,15.91,77.5
Okhlaoma,2004,45,12.26,8.1,78.1
Okhlaoma,2004,46,10.65,5.4,71.1
Okhlaoma,2004,47,13.07,11.24,89.1
Okhlaoma,2004,48,8.85,4.34,75.6
Okhlaoma,2004,49,5.39,0.51,73.5
Okhlaoma,2004,50,9.59,3.05,66.4
Okhlaoma,2004,51,4.15,-4.3,56.3
Okhlaoma,2004,52,0.27,-7.84,56.5
Okhlaoma,2004,53,13.29,9.18,77.4
Okhlaoma,2005,1,2.38,-0.11,84.2
Okhlaoma,2005,2,4.73,0.74,76.1
Okhlaoma,2005,3,3.55,-2.79,65.3
Okhlaoma,2005,4,5.48,0.15,71.5
Okhlaoma,2005,5,5.33,1.64,79.3
Okhlaoma,2005,6,6.75,2.04,74.4
Okhlaoma,2005,7,10.59,2.98,62.2
Okhlaoma,2005,8,8.88,4.16,74.0
Okhlaoma,2005,9,9.19,2.37,64.7
Okhlaoma,2005,10,11.79,0.89,50.5
Okhlaoma,2005,11,9.08,-0.09,55.3
Okhlaoma,2005,12,9.95,4.65,71.3
Okhlaoma,2005,13,14.55,3.4,50.9
Okhlaoma,2005,14,17.46,9.71,63.8
Okhlaoma,2005,15,16.04,6.86,57.6
Okhlaoma,2005,16,17.96,8.88,58.5
Okhlaoma,2005,17,14.35,4.34,54.8
Okhlaoma,2005,18,14.96,9.74,72.8
Okhlaoma,2005,19,21.41,15.06,69.4
Okhlaoma,2005,20,24.52,16.09,61.5
Okhlaoma,2005,21,22.28,16.21,70.5
Okhlaoma,2005,22,23.66,18.35,73.6
Okhlaoma,2005,23,26.97,19.88,66.7
Okhlaoma,2005,24,25.88,18.09,64.1
